MunicipioNome | MunicipioCodigo | Ano | ICV
Ibertioga | 3129400 | 2017 | 100.0
Ibertioga | 3129400 | 2018 | 100.0
Ibertioga | 3129400 | 2019 | 100.0
Ibertioga | 3129400 | 2020 | 100.0
Ibiracatu | 3129657 | 2015 | 100.0
Ibiracatu | 3129657 | 2016 | 75.0
Ibiracatu | 3129657 | 2017 | 75.0
Ibiracatu | 3129657 | 2018 | 75.0
Ibiracatu | 3129657 | 2019 | 75.0
Ibiracatu | 3129657 | 2020 | 100.0
Ibiraci | 3129707 | 2015 | 100.0
Ibiraci | 3129707 | 2016 | 95.92885345666991
Ibiraci | 3129707 | 2017 | 87.98543103448276
Ibiraci | 3129707 | 2018 | 100.0
Ibiraci | 3129707 | 2019 | 93.95407816005984
Ibiraci | 3129707 | 2020 | 100.0
Ibitiúra de Minas | 3129905 | 2015 | 100.0
Ibitiúra de Minas | 3129905 | 2016 | 100.0
Ibitiúra de Minas | 3129905 | 2017 | 100.0
Ibitiúra de Minas | 3129905 | 2018 | 100.0
Ibitiúra de Minas | 3129905 | 2019 | 100.0
Ibitiúra de Minas | 3129905 | 2020 | 100.0
Icaraí de Minas | 3130051 | 2015 | 80.12708992094862
Icaraí de Minas | 3130051 | 2016 | 75.0
Icaraí de Minas | 3130051 | 2017 | 86.66353448275862
Icaraí de Minas | 3130051 | 2018 | 75.0
Icaraí de Minas | 3130051 | 2019 | 73.96546372475692
Icaraí de Minas | 3130051 | 2020 | 75.0
Ilicínea | 3130507 | 2015 | 83.65525197628459
Ilicínea | 3130507 | 2016 | 78.35752921129503
Ilicínea | 3130507 | 2017 | 100.0
Ilicínea | 3130507 | 2018 | 100.0
Ilicínea | 3130507 | 2019 | 100.0
Ilicínea | 3130507 | 2020 | 75.0
Ingaí | 3130804 | 2015 | 91.35231225296442
Ingaí | 3130804 | 2016 | 100.0
Ingaí | 3130804 | 2017 | 100.0
Ingaí | 3130804 | 2018 | 100.0
Ingaí | 3130804 | 2019 | 100.0
Ingaí | 3130804 | 2020 | 100.0
Ipiaçu | 3131406 | 2015 | 75.0
Ipiaçu | 3131406 | 2016 | 75.0
Ipiaçu | 3131406 | 2017 | 72.2914224137931
Ipiaçu | 3131406 | 2018 | 87.47715909090908
Ipiaçu | 3131406 | 2019 | 75.0
Ipiaçu | 3131406 | 2020 | 75.0
Itacambira | 3132008 | 2015 | 100.0
Itacambira | 3132008 | 2016 | 100.0
Itacambira | 3132008 | 2017 | 100.0
Itacambira | 3132008 | 2018 | 100.0
Itacambira | 3132008 | 2019 | 100.0
Itacambira | 3132008 | 2020 | 100.0
Itacarambi | 3132107 | 2015 | 96.2034337944664
Itacarambi | 3132107 | 2016 | 100.0
Itacarambi | 3132107 | 2017 | 100.0
Itacarambi | 3132107 | 2018 | 87.52556818181819
Itacarambi | 3132107 | 2019 | 100.0
Itacarambi | 3132107 | 2020 | 100.0
Itamogi | 3132909 | 2015 | 100.0
Itamogi | 3132909 | 2016 | 100.0
Itamogi | 3132909 | 2017 | 100.0
Itamogi | 3132909 | 2018 | 100.0
Itamogi | 3132909 | 2019 | 100.0
Itamogi | 3132909 | 2020 | 100.0
Itanhandu | 3133105 | 2015 | 100.0
Itanhandu | 3133105 | 2016 | 100.0
Itanhandu | 3133105 | 2017 | 100.0
Itanhandu | 3133105 | 2018 | 50.0
Itanhandu | 3133105 | 2019 | 100.0
Itanhandu | 3133105 | 2020 | 97.36800167224081
Itatiaiuçu | 3133709 | 2015 | 62.5
Itatiaiuçu | 3133709 | 2016 | 62.5
Itatiaiuçu | 3133709 | 2017 | 87.5
Itatiaiuçu | 3133709 | 2018 | 100.0
Itatiaiuçu | 3133709 | 2019 | 62.5
Itatiaiuçu | 3133709 | 2020 | 74.5033110367893
Itaú de Minas | 3133758 | 2015 | 85.64673913043478
Itaú de Minas | 3133758 | 2016 | 92.29958373904577
Itaú de Minas | 3133758 | 2017 | 93.04334051724138
Itaú de Minas | 3133758 | 2018 | 100.0
Itaú de Minas | 3133758 | 2019 | 92.39502617801047
Itaú de Minas | 3133758 | 2020 | 95.41186454849498
Itumirim | 3134301 | 2015 | 97.93232213438735
Itumirim | 3134301 | 2016 | 100.0
Itumirim | 3134301 | 2017 | 100.0
Itumirim | 3134301 | 2018 | 100.0
Itumirim | 3134301 | 2019 | 100.0
Itumirim | 3134301 | 2020 | 100.0
Jacuí | 3134806 | 2015 | 100.0
Jacuí | 3134806 | 2016 | 100.0
Jacuí | 3134806 | 2017 | 100.0
Jacuí | 3134806 | 2018 | 100.0
Jacuí | 3134806 | 2019 | 100.0
Jacuí | 3134806 | 2020 | 100.0
Japaraíba | 3135308 | 2015 | 75.0
Japaraíba | 3135308 | 2016 | 93.79463972736124
Japaraíba | 3135308 | 2017 | 100.0
Japaraíba | 3135308 | 2018 | 94.08821428571429
Japaraíba | 3135308 | 2019 | 82.97653141361258
Japaraíba | 3135308 | 2020 | 100.0
Jequitaí | 3135605 | 2015 | 81.97807312252965
Jequitaí | 3135605 | 2016 | 81.79732716650437
Jequitaí | 3135605 | 2017 | 76.4161422413793
Jequitaí | 3135605 | 2018 | 100.0
Jequitaí | 3135605 | 2019 | 75.0
Jequitaí | 3135605 | 2020 | 100.0
Jequitibá | 3135704 | 2015 | 80.46184288537549
Jequitibá | 3135704 | 2016 | 75.0
Jequitibá | 3135704 | 2017 | 100.0
Jequitibá | 3135704 | 2018 | 91.97540584415584
Jequitibá | 3135704 | 2019 | 96.30280291697831
Jequitibá | 3135704 | 2020 | 95.86692725752508
Jesuânia | 3135902 | 2015 | 100.0
Jesuânia | 3135902 | 2016 | 100.0
Jesuânia | 3135902 | 2017 | 100.0
Jesuânia | 3135902 | 2018 | 100.0
Jesuânia | 3135902 | 2019 | 100.0
Jesuânia | 3135902 | 2020 | 100.0
Joaíma | 3136009 | 2015 | 100.0
Joaíma | 3136009 | 2016 | 97.72497809152873
Joaíma | 3136009 | 2017 | 75.0
Joaíma | 3136009 | 2018 | 100.0
Joaíma | 3136009 | 2019 | 98.42722326103217
Joaíma | 3136009 | 2020 | 75.0
Nova União | 3136603 | 2015 | 100.0
Nova União | 3136603 | 2016 | 100.0
Nova União | 3136603 | 2017 | 100.0
Nova União | 3136603 | 2018 | 100.0
Nova União | 3136603 | 2019 | 100.0
Nova União | 3136603 | 2020 | 73.41652173913043
Liberdade | 3138500 | 2015 | 100.0
Liberdade | 3138500 | 2016 | 100.0
Liberdade | 3138500 | 2017 | 100.0
Liberdade | 3138500 | 2018 | 100.0
Liberdade | 3138500 | 2019 | 100.0
Liberdade | 3138500 | 2020 | 100.0
Lontra | 3138658 | 2015 | 100.0
Lontra | 3138658 | 2016 | 97.56288218111003
Lontra | 3138658 | 2017 | 100.0
Lontra | 3138658 | 2018 | 100.0
Lontra | 3138658 | 2019 | 75.0
Lontra | 3138658 | 2020 | 90.93145066889632
Luisburgo | 3138674 | 2015 | 100.0
Luisburgo | 3138674 | 2016 | 90.96983446932813
Luisburgo | 3138674 | 2017 | 88.57883620689655
Luisburgo | 3138674 | 2018 | 100.0
Luisburgo | 3138674 | 2019 | 81.25
Luisburgo | 3138674 | 2020 | 81.25
Luislândia | 3138682 | 2015 | 100.0
Luislândia | 3138682 | 2016 | 75.0
Luislândia | 3138682 | 2017 | 56.25
Luislândia | 3138682 | 2018 | 66.78045454545455
Luislândia | 3138682 | 2019 | 62.5
Luislândia | 3138682 | 2020 | 72.82653846153846
Luz | 3138807 | 2015 | 75.0
Luz | 3138807 | 2016 | 62.5
Luz | 3138807 | 2017 | 100.0
Luz | 3138807 | 2018 | 75.0
Luz | 3138807 | 2019 | 81.24096671652954
Luz | 3138807 | 2020 | 92.36698578595318
Madre de Deus de Minas | 3139102 | 2015 | 100.0
Madre de Deus de Minas | 3139102 | 2016 | 100.0
Madre de Deus de Minas | 3139102 | 2017 | 100.0
Madre de Deus de Minas | 3139102 | 2018 | 100.0
Madre de Deus de Minas | 3139102 | 2019 | 100.0
Madre de Deus de Minas | 3139102 | 2020 | 100.0
Mamonas | 3139250 | 2015 | 100.0
Mamonas | 3139250 | 2016 | 100.0
Mamonas | 3139250 | 2017 | 85.29896551724138
Mamonas | 3139250 | 2018 | 75.0
Mamonas | 3139250 | 2019 | 75.0
Mamonas | 3139250 | 2020 | 94.29658862876255
Manga | 3139300 | 2015 | 25.0
Manga | 3139300 | 2016 | 100.0
Manga | 3139300 | 2017 | 87.42881465517242
Manga | 3139300 | 2018 | 31.06159090909091
Manga | 3139300 | 2019 | 100.0
Manga | 3139300 | 2020 | 100.0
Maria da Fé | 3139904 | 2015 | 100.0
Maria da Fé | 3139904 | 2016 | 100.0
Maria da Fé | 3139904 | 2017 | 100.0
Maria da Fé | 3139904 | 2018 | 100.0
Maria da Fé | 3139904 | 2019 | 100.0
Maria da Fé | 3139904 | 2020 | 100.0
Marmelópolis | 3140407 | 2015 | 100.0
Marmelópolis | 3140407 | 2016 | 100.0
Marmelópolis | 3140407 | 2017 | 100.0
Marmelópolis | 3140407 | 2018 | 100.0
Marmelópolis | 3140407 | 2019 | 100.0
Marmelópolis | 3140407 | 2020 | 100.0
Martinho Campos | 3140506 | 2015 | 81.72310770750988
Martinho Campos | 3140506 | 2016 | 87.5
Martinho Campos | 3140506 | 2017 | 94.4377801724138
Martinho Campos | 3140506 | 2018 | 75.0
Martinho Campos | 3140506 | 2019 | 62.5
Martinho Campos | 3140506 | 2020 | 75.0
Mata Verde | 3140555 | 2015 | 97.10858201581027
Mata Verde | 3140555 | 2016 | 100.0
Mata Verde | 3140555 | 2017 | 100.0
Mata Verde | 3140555 | 2018 | 100.0
Mata Verde | 3140555 | 2019 | 100.0
Mata Verde | 3140555 | 2020 | 75.0
Matias Cardoso | 3140852 | 2015 | 75.0
Matias Cardoso | 3140852 | 2016 | 100.0
Matias Cardoso | 3140852 | 2017 | 100.0
Matias Cardoso | 3140852 | 2018 | 91.25649350649351
Matias Cardoso | 3140852 | 2019 | 81.87211293941661
Matias Cardoso | 3140852 | 2020 | 96.99777173913043
Medeiros | 3141306 | 2015 | 100.0
Medeiros | 3141306 | 2016 | 100.0
Medeiros | 3141306 | 2017 | 100.0
Medeiros | 3141306 | 2018 | 100.0
Medeiros | 3141306 | 2019 | 100.0
Medeiros | 3141306 | 2020 | 100.0
Moema | 3142403 | 2015 | 100.0
Moema | 3142403 | 2016 | 100.0
Moema | 3142403 | 2017 | 100.0
Moema | 3142403 | 2018 | 100.0
Moema | 3142403 | 2019 | 100.0
Moema | 3142403 | 2020 | 100.0
Montalvânia | 3142700 | 2015 | 100.0
Montalvânia | 3142700 | 2016 | 75.0
Montalvânia | 3142700 | 2017 | 75.0
Montalvânia | 3142700 | 2018 | 75.0
Montalvânia | 3142700 | 2019 | 97.79692782348542
Montalvânia | 3142700 | 2020 | 86.86507107023411
Morada Nova de Minas | 3143500 | 2015 | 75.0
Morada Nova de Minas | 3143500 | 2016 | 75.0
Morada Nova de Minas | 3143500 | 2017 | 75.0
Morada Nova de Minas | 3143500 | 2018 | 78.68652597402598
Morada Nova de Minas | 3143500 | 2019 | 62.5
Morada Nova de Minas | 3143500 | 2020 | 75.0
Munhoz | 3143807 | 2015 | 100.0
Munhoz | 3143807 | 2016 | 100.0
Munhoz | 3143807 | 2017 | 100.0
Munhoz | 3143807 | 2018 | 100.0
Munhoz | 3143807 | 2019 | 100.0
Munhoz | 3143807 | 2020 | 100.0
Ninheira | 3144656 | 2015 | 82.053354743083
Ninheira | 3144656 | 2016 | 100.0
Ninheira | 3144656 | 2017 | 100.0
Ninheira | 3144656 | 2018 | 100.0
Ninheira | 3144656 | 2019 | 100.0
Ninheira | 3144656 | 2020 | 100.0
Nova Belém | 3144672 | 2015 | 88.47423418972332
Nova Belém | 3144672 | 2016 | 75.0
Nova Belém | 3144672 | 2017 | 100.0
Nova Belém | 3144672 | 2018 | 75.0
Nova Belém | 3144672 | 2019 | 100.0
Nova Belém | 3144672 | 2020 | 75.0
Nova Era | 3144706 | 2015 | 87.5
Nova Era | 3144706 | 2016 | 95.23384615384614
Nova Era | 3144706 | 2017 | 100.0
Nova Era | 3144706 | 2018 | 100.0
Nova Era | 3144706 | 2019 | 87.5
Nova Era | 3144706 | 2020 | 86.53377926421405
Nova Resende | 3145109 | 2015 | 100.0
Nova Resende | 3145109 | 2016 | 100.0
Nova Resende | 3145109 | 2017 | 100.0
Nova Resende | 3145109 | 2018 | 100.0
Nova Resende | 3145109 | 2019 | 100.0
Nova Resende | 3145109 | 2020 | 100.0
Novo Oriente de Minas | 3145356 | 2015 | 87.16975790513834
Novo Oriente de Minas | 3145356 | 2016 | 88.93750973709834
Novo Oriente de Minas | 3145356 | 2017 | 100.0
Novo Oriente de Minas | 3145356 | 2018 | 96.4869642857143
Novo Oriente de Minas | 3145356 | 2019 | 87.5
Novo Oriente de Minas | 3145356 | 2020 | 62.5
Novorizonte | 3145372 | 2015 | 100.0
Novorizonte | 3145372 | 2016 | 100.0
Novorizonte | 3145372 | 2017 | 100.0
Novorizonte | 3145372 | 2018 | 100.0
Novorizonte | 3145372 | 2019 | 87.5
Novorizonte | 3145372 | 2020 | 90.8017558528428
Olaria | 3145406 | 2015 | 83.3084090909091
Olaria | 3145406 | 2016 | 75.0
Olaria | 3145406 | 2017 | 100.0
Olaria | 3145406 | 2018 | 100.0
Olaria | 3145406 | 2019 | 100.0
Olaria | 3145406 | 2020 | 100.0
Olhos-d Água | 3145455 | 2015 | 100.0
Olhos-d Água | 3145455 | 2016 | 90.75592015579358
Olhos-d Água | 3145455 | 2017 | 100.0
Olhos-d Água | 3145455 | 2018 | 89.72547077922079
Olhos-d Água | 3145455 | 2019 | 75.0
Olhos-d Água | 3145455 | 2020 | 100.0
Olhos-D ÁGUA | 3145455 | 2015 | 100.0
Olhos-D ÁGUA | 3145455 | 2016 | 90.75592015579358
Olhos-D ÁGUA | 3145455 | 2017 | 100.0
Olhos-D ÁGUA | 3145455 | 2018 | 89.72547077922079
Olhos-D ÁGUA | 3145455 | 2019 | 75.0
Olhos-D ÁGUA | 3145455 | 2020 | 100.0
Olímpio Noronha | 3145505 | 2015 | 100.0
Olímpio Noronha | 3145505 | 2016 | 100.0
Olímpio Noronha | 3145505 | 2017 | 100.0
Olímpio Noronha | 3145505 | 2018 | 100.0
Olímpio Noronha | 3145505 | 2019 | 100.0
Olímpio Noronha | 3145505 | 2020 | 100.0
Oliveira Fortes | 3145703 | 2015 | 100.0
Oliveira Fortes | 3145703 | 2016 | 100.0
Oliveira Fortes | 3145703 | 2017 | 100.0
Oliveira Fortes | 3145703 | 2018 | 100.0
Oliveira Fortes | 3145703 | 2019 | 100.0
Oliveira Fortes | 3145703 | 2020 | 100.0
Orizânia | 3145877 | 2015 | 100.0
Orizânia | 3145877 | 2016 | 94.90311100292112
Orizânia | 3145877 | 2017 | 100.0
Orizânia | 3145877 | 2018 | 100.0
Orizânia | 3145877 | 2019 | 72.6509330590875
Orizânia | 3145877 | 2020 | 75.0
Pains | 3146503 | 2015 | 62.5
Pains | 3146503 | 2016 | 83.73850778967866
Pains | 3146503 | 2017 | 84.35105603448275
Pains | 3146503 | 2018 | 100.0
Pains | 3146503 | 2019 | 64.96178010471205
Pains | 3146503 | 2020 | 84.21497909698996
Palma | 3146701 | 2015 | 100.0
Palma | 3146701 | 2016 | 100.0
Palma | 3146701 | 2017 | 100.0
Palma | 3146701 | 2018 | 100.0
Palma | 3146701 | 2019 | 50.0
Palma | 3146701 | 2020 | 100.0
Passa Tempo | 3147709 | 2015 | 100.0
Passa Tempo | 3147709 | 2016 | 100.0
Passa Tempo | 3147709 | 2017 | 100.0
Passa Tempo | 3147709 | 2018 | 100.0
Passa Tempo | 3147709 | 2019 | 98.84984854151085
Passa Tempo | 3147709 | 2020 | 100.0
Passa-Vinte | 3147808 | 2015 | 100.0
Passa-Vinte | 3147808 | 2016 | 100.0
Passa-Vinte | 3147808 | 2017 | 100.0
Passa-Vinte | 3147808 | 2018 | 100.0
Passa-Vinte | 3147808 | 2019 | 100.0
Passa-Vinte | 3147808 | 2020 | 100.0
Paula Cândido | 3148301 | 2015 | 100.0
Paula Cândido | 3148301 | 2016 | 62.5
Paula Cândido | 3148301 | 2017 | 100.0
Paula Cândido | 3148301 | 2018 | 100.0
Paula Cândido | 3148301 | 2019 | 100.0
Paula Cândido | 3148301 | 2020 | 100.0
Pedras de Maria da Cruz | 3149150 | 2015 | 87.5
Pedras de Maria da Cruz | 3149150 | 2016 | 74.16022395326192
Pedras de Maria da Cruz | 3149150 | 2017 | 87.5
Pedras de Maria da Cruz | 3149150 | 2018 | 87.5
Pedras de Maria da Cruz | 3149150 | 2019 | 75.0
Pedras de Maria da Cruz | 3149150 | 2020 | 100.0
Pequi | 3149606 | 2015 | 75.0
Pequi | 3149606 | 2016 | 75.0
Pequi | 3149606 | 2017 | 93.14948275862069
Pequi | 3149606 | 2018 | 75.0
Pequi | 3149606 | 2019 | 75.0
Pequi | 3149606 | 2020 | 75.0
Piedade do Rio Grande | 3150307 | 2015 | 100.0
Piedade do Rio Grande | 3150307 | 2016 | 100.0
Piedade do Rio Grande | 3150307 | 2017 | 100.0
Piedade do Rio Grande | 3150307 | 2018 | 100.0
Piedade do Rio Grande | 3150307 | 2019 | 100.0
Piedade do Rio Grande | 3150307 | 2020 | 100.0
Piedade dos Gerais | 3150406 | 2015 | 100.0
Piedade dos Gerais | 3150406 | 2016 | 97.83908227848102
Piedade dos Gerais | 3150406 | 2017 | 100.0
Piedade dos Gerais | 3150406 | 2018 | 100.0
Piedade dos Gerais | 3150406 | 2019 | 95.85029356768885
Piedade dos Gerais | 3150406 | 2020 | 96.28885869565218
Piracema | 3150604 | 2015 | 80.94841403162056
Piracema | 3150604 | 2016 | 89.0488924050633
Piracema | 3150604 | 2017 | 100.0
Piracema | 3150604 | 2018 | 100.0
Piracema | 3150604 | 2019 | 75.0
Piracema | 3150604 | 2020 | 97.31323578595318
Piraúba | 3151305 | 2015 | 87.5
Piraúba | 3151305 | 2016 | 100.0
Piraúba | 3151305 | 2017 | 80.32247844827586
Piraúba | 3151305 | 2018 | 75.0
Piraúba | 3151305 | 2019 | 62.5
Piraúba | 3151305 | 2020 | 70.7924414715719
Ponto Chique | 3152131 | 2015 | 100.0
Ponto Chique | 3152131 | 2016 | 100.0
Ponto Chique | 3152131 | 2017 | 100.0
Ponto Chique | 3152131 | 2018 | 75.0
Ponto Chique | 3152131 | 2019 | 75.0
Ponto Chique | 3152131 | 2020 | 92.37394648829431
Ponto dos Volantes | 3152170 | 2015 | 87.26918972332015
Ponto dos Volantes | 3152170 | 2016 | 97.14889483933788
Ponto dos Volantes | 3152170 | 2017 | 67.30629310344827
Ponto dos Volantes | 3152170 | 2018 | 96.19728896103896
Ponto dos Volantes | 3152170 | 2019 | 100.0
Ponto dos Volantes | 3152170 | 2020 | 75.0
Pouso Alto | 3152600 | 2015 | 100.0
Pouso Alto | 3152600 | 2016 | 100.0
Pouso Alto | 3152600 | 2017 | 100.0
Pouso Alto | 3152600 | 2018 | 100.0
Pouso Alto | 3152600 | 2019 | 100.0
Pouso Alto | 3152600 | 2020 | 100.0
Pratinha | 3153004 | 2015 | 97.39138833992095
Pratinha | 3153004 | 2016 | 100.0
Pratinha | 3153004 | 2017 | 100.0
Pratinha | 3153004 | 2018 | 100.0
Pratinha | 3153004 | 2019 | 100.0
Pratinha | 3153004 | 2020 | 100.0
Quartel Geral | 3153707 | 2015 | 75.0
Quartel Geral | 3153707 | 2016 | 75.0
Quartel Geral | 3153707 | 2017 | 78.03831896551723
Quartel Geral | 3153707 | 2018 | 94.48581168831168
Quartel Geral | 3153707 | 2019 | 89.83772812266267
Quartel Geral | 3153707 | 2020 | 78.699377090301
Resende Costa | 3154200 | 2015 | 100.0
Resende Costa | 3154200 | 2016 | 100.0
Resende Costa | 3154200 | 2017 | 100.0
Resende Costa | 3154200 | 2018 | 100.0
Resende Costa | 3154200 | 2019 | 100.0
Resende Costa | 3154200 | 2020 | 100.0
Riacho dos Machados | 3154507 | 2015 | 87.5
Riacho dos Machados | 3154507 | 2016 | 100.0
Riacho dos Machados | 3154507 | 2017 | 100.0
Riacho dos Machados | 3154507 | 2018 | 100.0
Riacho dos Machados | 3154507 | 2019 | 100.0
Riacho dos Machados | 3154507 | 2020 | 100.0
Rio Acima | 3154804 | 2015 | 97.72133893280632
Rio Acima | 3154804 | 2016 | 87.5
Rio Acima | 3154804 | 2017 | 95.03015086206896
Rio Acima | 3154804 | 2018 | 81.88472402597402
Rio Acima | 3154804 | 2019 | 89.65142670157067
Rio Acima | 3154804 | 2020 | 95.17974916387959
Rio do Prado | 3155108 | 2015 | 75.0
Rio do Prado | 3155108 | 2016 | 100.0
Rio do Prado | 3155108 | 2017 | 100.0
Rio do Prado | 3155108 | 2018 | 87.5
Rio do Prado | 3155108 | 2019 | 77.81980179506358
Rio do Prado | 3155108 | 2020 | 75.0
Rio Preto | 3155900 | 2015 | 100.0
Rio Preto | 3155900 | 2016 | 100.0
Rio Preto | 3155900 | 2017 | 100.0
Rio Preto | 3155900 | 2018 | 100.0
Rio Preto | 3155900 | 2019 | 100.0
Rio Preto | 3155900 | 2020 | 100.0
Ritápolis | 3156106 | 2015 | 100.0
Ritápolis | 3156106 | 2016 | 92.80439143135345
Ritápolis | 3156106 | 2017 | 100.0
Ritápolis | 3156106 | 2018 | 100.0
Ritápolis | 3156106 | 2019 | 96.68366866118176
Ritápolis | 3156106 | 2020 | 100.0
Rochedo de Minas | 3156205 | 2015 | 75.0
Rochedo de Minas | 3156205 | 2016 | 100.0
Rochedo de Minas | 3156205 | 2017 | 89.47155172413792
Rochedo de Minas | 3156205 | 2018 | 100.0
Rochedo de Minas | 3156205 | 2019 | 86.29806095736724
Rochedo de Minas | 3156205 | 2020 | 95.91538461538461
Santa Cruz do Escalvado | 3157401 | 2015 | 75.0
Santa Cruz do Escalvado | 3157401 | 2016 | 72.19230038948393
Santa Cruz do Escalvado | 3157401 | 2017 | 87.5
Santa Cruz do Escalvado | 3157401 | 2018 | 81.25
Santa Cruz do Escalvado | 3157401 | 2019 | 75.0
Santa Cruz do Escalvado | 3157401 | 2020 | 75.0
Santa Maria do Salto | 3158102 | 2015 | 100.0
Santa Maria do Salto | 3158102 | 2016 | 100.0
Santa Maria do Salto | 3158102 | 2017 | 94.3567025862069
Santa Maria do Salto | 3158102 | 2018 | 95.74920454545455
Santa Maria do Salto | 3158102 | 2019 | 100.0
Santa Maria do Salto | 3158102 | 2020 | 100.0
Santana da Vargem | 3158300 | 2015 | 100.0
Santana da Vargem | 3158300 | 2016 | 100.0
Santana da Vargem | 3158300 | 2017 | 100.0
Santana da Vargem | 3158300 | 2018 | 100.0
Santana da Vargem | 3158300 | 2019 | 100.0
Santana da Vargem | 3158300 | 2020 | 94.54433110367893
Santana do Deserto | 3158607 | 2015 | 100.0
Santana do Deserto | 3158607 | 2016 | 100.0
Santana do Deserto | 3158607 | 2017 | 100.0
Santana do Deserto | 3158607 | 2018 | 100.0
Santana do Deserto | 3158607 | 2019 | 93.60076103216156
Santana do Deserto | 3158607 | 2020 | 100.0
Santana do Garambéu | 3158706 | 2015 | 100.0
Santana do Garambéu | 3158706 | 2016 | 100.0
Santana do Garambéu | 3158706 | 2017 | 100.0
Santana do Garambéu | 3158706 | 2018 | 100.0
Santana do Garambéu | 3158706 | 2019 | 100.0
Santana do Garambéu | 3158706 | 2020 | 100.0
Santa Rita de Jacutinga | 3159308 | 2015 | 100.0
Santa Rita de Jacutinga | 3159308 | 2016 | 100.0
Santa Rita de Jacutinga | 3159308 | 2017 | 100.0
Santa Rita de Jacutinga | 3159308 | 2018 | 100.0
Santa Rita de Jacutinga | 3159308 | 2019 | 100.0
Santa Rita de Jacutinga | 3159308 | 2020 | 100.0
Santa Rosa da Serra | 3159704 | 2015 | 75.0
Santa Rosa da Serra | 3159704 | 2016 | 89.36998052580331
Santa Rosa da Serra | 3159704 | 2017 | 75.0
Santa Rosa da Serra | 3159704 | 2018 | 100.0
Santa Rosa da Serra | 3159704 | 2019 | 96.37097045624532
Santa Rosa da Serra | 3159704 | 2020 | 100.0
Santo Antônio do Grama | 3160108 | 2015 | 54.5355138339921
Santo Antônio do Grama | 3160108 | 2016 | 69.95860272638754
Santo Antônio do Grama | 3160108 | 2017 | 75.0
Santo Antônio do Grama | 3160108 | 2018 | 81.25
Santo Antônio do Grama | 3160108 | 2019 | 67.41968960359013
Santo Antônio do Grama | 3160108 | 2020 | 62.5
Santo Antônio do Jacinto | 3160306 | 2015 | 100.0
Santo Antônio do Jacinto | 3160306 | 2016 | 96.99657740993183
Santo Antônio do Jacinto | 3160306 | 2017 | 87.5
Santo Antônio do Jacinto | 3160306 | 2018 | 94.99266233766234
Santo Antônio do Jacinto | 3160306 | 2019 | 95.67429506357517
Santo Antônio do Jacinto | 3160306 | 2020 | 96.77621655518395
Santo Antônio do Retiro | 3160454 | 2015 | 100.0
Santo Antônio do Retiro | 3160454 | 2016 | 100.0
Santo Antônio do Retiro | 3160454 | 2017 | 100.0
Santo Antônio do Retiro | 3160454 | 2018 | 100.0
Santo Antônio do Retiro | 3160454 | 2019 | 75.0
Santo Antônio do Retiro | 3160454 | 2020 | 97.49214046822743
São Bento Abade | 3160801 | 2015 | 100.0
São Bento Abade | 3160801 | 2016 | 100.0
São Bento Abade | 3160801 | 2017 | 75.0
São Bento Abade | 3160801 | 2018 | 100.0
São Bento Abade | 3160801 | 2019 | 100.0
São Bento Abade | 3160801 | 2020 | 100.0
São Gonçalo do Pará | 3161809 | 2015 | 85.60205039525692
São Gonçalo do Pará | 3161809 | 2016 | 97.81728334956183
São Gonçalo do Pará | 3161809 | 2017 | 62.5
São Gonçalo do Pará | 3161809 | 2018 | 37.5
São Gonçalo do Pará | 3161809 | 2019 | 75.0
São Gonçalo do Pará | 3161809 | 2020 | 96.719995819398
São Gonçalo do Rio Abaixo | 3161908 | 2015 | 73.03745553359684
São Gonçalo do Rio Abaixo | 3161908 | 2016 | 60.46076436222006
São Gonçalo do Rio Abaixo | 3161908 | 2017 | 100.0
São Gonçalo do Rio Abaixo | 3161908 | 2018 | 81.25
São Gonçalo do Rio Abaixo | 3161908 | 2019 | 6.739454001495887
São Gonçalo do Rio Abaixo | 3161908 | 2020 | 95.84845735785953
São João da Lagoa | 3162252 | 2015 | 98.07304347826087
São João da Lagoa | 3162252 | 2016 | 93.35416504381695
São João da Lagoa | 3162252 | 2017 | 75.0
São João da Lagoa | 3162252 | 2018 | 74.67431818181818
São João da Lagoa | 3162252 | 2019 | 75.93397531787585
São João da Lagoa | 3162252 | 2020 | 100.0
São João da Mata | 3162302 | 2015 | 100.0
São João da Mata | 3162302 | 2016 | 100.0
São João da Mata | 3162302 | 2017 | 100.0
São João da Mata | 3162302 | 2018 | 100.0
São João da Mata | 3162302 | 2019 | 100.0
São João da Mata | 3162302 | 2020 | 100.0
São João das Missões | 3162450 | 2015 | 83.16941699604743
São João das Missões | 3162450 | 2016 | 95.39312074001947
São João das Missões | 3162450 | 2017 | 100.0
São João das Missões | 3162450 | 2018 | 75.0
São João das Missões | 3162450 | 2019 | 75.0
São João das Missões | 3162450 | 2020 | 100.0
São José da Barra | 3162948 | 2015 | 100.0
São José da Barra | 3162948 | 2016 | 100.0
São José da Barra | 3162948 | 2017 | 100.0
São José da Barra | 3162948 | 2018 | 100.0
São José da Barra | 3162948 | 2019 | 95.72522438294689
São José da Barra | 3162948 | 2020 | 100.0
São José do Divino | 3163300 | 2015 | 75.0
São José do Divino | 3163300 | 2016 | 50.0
São José do Divino | 3163300 | 2017 | 75.0
São José do Divino | 3163300 | 2018 | 100.0
São José do Divino | 3163300 | 2019 | 95.33035901271504
