MunicipioNome | MunicipioCodigo | Ano | ies
Delta | 3121258 | 2019 | 33.333333333333336
Delta | 3121258 | 2020 | 33.333333333333336
Dom Viçoso | 3122801 | 2015 | 66.66666666666667
Dom Viçoso | 3122801 | 2016 | 66.66666666666667
Dom Viçoso | 3122801 | 2017 | 66.66666666666667
Dom Viçoso | 3122801 | 2018 | 66.66666666666667
Dom Viçoso | 3122801 | 2019 | 66.66666666666667
Dom Viçoso | 3122801 | 2020 | 66.66666666666667
Dona Eusébia | 3122900 | 2015 | ?
Dona Eusébia | 3122900 | 2016 | 33.333333333333336
Dona Eusébia | 3122900 | 2017 | 33.333333333333336
Dona Eusébia | 3122900 | 2018 | 33.333333333333336
Dona Eusébia | 3122900 | 2019 | 33.333333333333336
Dona Eusébia | 3122900 | 2020 | 33.333333333333336
Douradoquara | 3123502 | 2015 | 33.333333333333336
Douradoquara | 3123502 | 2016 | 33.333333333333336
Douradoquara | 3123502 | 2017 | 33.333333333333336
Douradoquara | 3123502 | 2018 | 33.333333333333336
Douradoquara | 3123502 | 2019 | ?
Douradoquara | 3123502 | 2020 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2015 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2016 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2017 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2018 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2019 | 33.333333333333336
Entre Rios de Minas | 3123908 | 2020 | 33.333333333333336
Estiva | 3124500 | 2015 | ?
Estiva | 3124500 | 2016 | 33.333333333333336
Estiva | 3124500 | 2017 | ?
Estiva | 3124500 | 2018 | ?
Estiva | 3124500 | 2019 | 33.333333333333336
Estiva | 3124500 | 2020 | 33.333333333333336
Estrela do Indaiá | 3124708 | 2015 | 33.333333333333336
Estrela do Indaiá | 3124708 | 2016 | 50.04666666666666
Estrela do Indaiá | 3124708 | 2017 | 50.416666666666664
Estrela do Indaiá | 3124708 | 2018 | 52.29
Estrela do Indaiá | 3124708 | 2019 | 53.64333333333334
Estrela do Indaiá | 3124708 | 2020 | 54.39333333333334
Felício dos Santos | 3125408 | 2015 | ?
Felício dos Santos | 3125408 | 2016 | ?
Felício dos Santos | 3125408 | 2017 | ?
Felício dos Santos | 3125408 | 2018 | ?
Felício dos Santos | 3125408 | 2019 | ?
Felício dos Santos | 3125408 | 2020 | ?
São Gonçalo do Rio Preto | 3125507 | 2015 | ?
São Gonçalo do Rio Preto | 3125507 | 2016 | ?
São Gonçalo do Rio Preto | 3125507 | 2017 | ?
São Gonçalo do Rio Preto | 3125507 | 2018 | ?
São Gonçalo do Rio Preto | 3125507 | 2019 | 16.986666666666668
São Gonçalo do Rio Preto | 3125507 | 2020 | 33.333333333333336
Francisco Badaró | 3126505 | 2015 | ?
Francisco Badaró | 3126505 | 2016 | ?
Francisco Badaró | 3126505 | 2017 | ?
Francisco Badaró | 3126505 | 2018 | ?
Francisco Badaró | 3126505 | 2019 | ?
