MunicipioNome | MunicipioCodigo | Ano | IES
Canaã | 3111705 | 2015 | ?
Erros | 3111705 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Canaã | 3111705 | 2016 | ?
Erros | 3111705 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Canaã | 3111705 | 2017 | ?
Erros | 3111705 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Canaã | 3111705 | 2018 | ?
Erros | 3111705 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Canaã | 3111705 | 2019 | ?
Erros | 3111705 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Canaã | 3111705 | 2020 | ?
Erros | 3111903 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2015 | ?
Erros | 3111903 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2016 | ?
Erros | 3111903 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2017 | ?
Erros | 3111903 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2018 | ?
Erros | 3111903 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2019 | ?
Erros | 3111903 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cana Verde | 3111903 | 2020 | ?
Erros | 3112109 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2015 | ?
Erros | 3112109 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2016 | ?
Erros | 3112109 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2017 | ?
Erros | 3112109 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2018 | ?
Erros | 3112109 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2019 | ?
Erros | 3112109 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caparaó | 3112109 | 2020 | ?
Erros | 3112406 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2015 | ?
Erros | 3112406 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2016 | ?
Erros | 3112406 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2017 | ?
Erros | 3112406 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2018 | ?
Erros | 3112406 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2019 | ?
Erros | 3112406 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capetinga | 3112406 | 2020 | ?
Erros | 3112505 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2015 | ?
Erros | 3112505 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2016 | ?
Erros | 3112505 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2017 | ?
Erros | 3112505 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2018 | ?
Erros | 3112505 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2019 | ?
Erros | 3112505 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Capim Branco | 3112505 | 2020 | ?
Erros | 3112901 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2015 | ?
Erros | 3112901 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2016 | ?
Erros | 3112901 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2017 | ?
Erros | 3112901 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2018 | ?
Erros | 3112901 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2019 | ?
Erros | 3112901 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caputira | 3112901 | 2020 | ?
Erros | 3113107 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2015 | ?
Erros | 3113107 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2016 | ?
Erros | 3113107 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2017 | ?
Erros | 3113107 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2018 | ?
Erros | 3113107 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2019 | ?
Erros | 3113107 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Caranaíba | 3113107 | 2020 | ?
Erros | 3113602 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2015 | ?
Erros | 3113602 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2016 | ?
Erros | 3113602 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2017 | ?
Erros | 3113602 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2018 | ?
Erros | 3113602 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2019 | ?
Erros | 3113602 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Careaçu | 3113602 | 2020 | ?
Erros | 3113701 | 2015 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2015 | ?
Erros | 3113701 | 2016 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2016 | ?
Erros | 3113701 | 2017 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2017 | ?
Erros | 3113701 | 2018 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2018 | ?
Erros | 3113701 | 2019 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2019 | ?
Erros | 3113701 | 2020 | [snisModel.ES005, snisModel.ES006]
Carlos Chagas | 3113701 | 2020 | ?
Erros | 3113909 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2015 | ?
Erros | 3113909 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2016 | ?
Erros | 3113909 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2017 | ?
Erros | 3113909 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2018 | ?
Erros | 3113909 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2019 | ?
Erros | 3113909 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo da Cachoeira | 3113909 | 2020 | ?
Erros | 3114105 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2015 | ?
Erros | 3114105 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2016 | ?
Erros | 3114105 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2017 | ?
Erros | 3114105 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2018 | ?
Erros | 3114105 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2019 | ?
Erros | 3114105 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carmo de Minas | 3114105 | 2020 | ?
Erros | 3114550 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2015 | ?
Erros | 3114550 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2016 | ?
Erros | 3114550 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2017 | ?
Erros | 3114550 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2018 | ?
Erros | 3114550 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2019 | ?
Erros | 3114550 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carneirinho | 3114550 | 2020 | ?
Erros | 3114600 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2015 | ?
Erros | 3114600 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2016 | ?
Erros | 3114600 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2017 | ?
Erros | 3114600 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2018 | ?
Erros | 3114600 | 2019 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2019 | ?
Erros | 3114600 | 2020 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carrancas | 3114600 | 2020 | ?
Erros | 3114709 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2015 | ?
Erros | 3114709 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2016 | ?
Erros | 3114709 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2017 | ?
Erros | 3114709 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2018 | ?
Erros | 3114709 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2019 | ?
Erros | 3114709 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhópolis | 3114709 | 2020 | ?
Erros | 3114808 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2015 | ?
Erros | 3114808 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2016 | ?
Erros | 3114808 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2017 | ?
Erros | 3114808 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2018 | ?
Erros | 3114808 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2019 | ?
Erros | 3114808 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Carvalhos | 3114808 | 2020 | ?
Erros | 3115003 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2015 | ?
Erros | 3115003 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2016 | ?
Erros | 3115003 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2017 | ?
Erros | 3115003 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2018 | ?
Erros | 3115003 | 2019 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2019 | ?
Erros | 3115003 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cascalho Rico | 3115003 | 2020 | ?
Erros | 3115201 | 2015 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2015 | ?
Erros | 3115201 | 2016 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2016 | ?
Erros | 3115201 | 2017 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2017 | ?
Erros | 3115201 | 2018 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2018 | ?
Erros | 3115201 | 2019 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2019 | ?
Erros | 3115201 | 2020 | [snisModel.ES005, snisModel.ES006]
Conceição da Barra de Minas | 3115201 | 2020 | ?
Erros | 3115607 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2015 | ?
Erros | 3115607 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2016 | ?
Erros | 3115607 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2017 | ?
Erros | 3115607 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2018 | ?
Erros | 3115607 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2019 | ?
Erros | 3115607 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cedro do Abaeté | 3115607 | 2020 | ?
Erros | 3116209 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2015 | ?
Erros | 3116209 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2016 | ?
Erros | 3116209 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2017 | ?
Erros | 3116209 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2018 | ?
Erros | 3116209 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2019 | ?
Erros | 3116209 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Chiador | 3116209 | 2020 | ?
Erros | 3116407 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2015 | ?
Erros | 3116407 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2016 | ?
Erros | 3116407 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2017 | ?
Erros | 3116407 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2018 | ?
Erros | 3116407 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2019 | ?
Erros | 3116407 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Claraval | 3116407 | 2020 | ?
Erros | 3116506 | 2015 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2015 | ?
Erros | 3116506 | 2016 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2016 | ?
Erros | 3116506 | 2017 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2017 | ?
Erros | 3116506 | 2018 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2018 | ?
Erros | 3116506 | 2019 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2019 | ?
Erros | 3116506 | 2020 | [snisModel.ES005, snisModel.ES006]
Claro dos Poções | 3116506 | 2020 | ?
Erros | 3117009 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2015 | ?
Erros | 3117009 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2016 | ?
Erros | 3117009 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2017 | ?
Erros | 3117009 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2018 | ?
Erros | 3117009 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2019 | ?
Erros | 3117009 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Comercinho | 3117009 | 2020 | ?
Erros | 3117207 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2015 | ?
Erros | 3117207 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2016 | ?
Erros | 3117207 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2017 | ?
Erros | 3117207 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2018 | ?
Erros | 3117207 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2019 | ?
Erros | 3117207 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição das Pedras | 3117207 | 2020 | ?
Erros | 3117702 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2015 | ?
Erros | 3117702 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2016 | ?
Erros | 3117702 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2017 | ?
Erros | 3117702 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2018 | ?
Erros | 3117702 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2019 | ?
Erros | 3117702 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Conceição do Rio Verde | 3117702 | 2020 | ?
Erros | 3117836 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2015 | ?
Erros | 3117836 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2016 | ?
Erros | 3117836 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2017 | ?
Erros | 3117836 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2018 | ?
Erros | 3117836 | 2019 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2019 | ?
Erros | 3117836 | 2020 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cônego Marinho | 3117836 | 2020 | ?
Erros | 3117900 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2015 | ?
Erros | 3117900 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2016 | ?
Erros | 3117900 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2017 | ?
Erros | 3117900 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2018 | ?
Erros | 3117900 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2019 | ?
Erros | 3117900 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Congonhal | 3117900 | 2020 | ?
Erros | 3119005 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2015 | ?
Erros | 3119005 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2016 | ?
Erros | 3119005 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2017 | ?
Erros | 3119005 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2018 | ?
Erros | 3119005 | 2019 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2019 | ?
Erros | 3119005 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cordislândia | 3119005 | 2020 | ?
Erros | 3119500 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2015 | ?
Erros | 3119500 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2016 | ?
Erros | 3119500 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2017 | ?
Erros | 3119500 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2018 | ?
Erros | 3119500 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2019 | ?
Erros | 3119500 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Coronel Murta | 3119500 | 2020 | ?
Erros | 3119807 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2015 | ?
Erros | 3119807 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2016 | ?
Erros | 3119807 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2017 | ?
Erros | 3119807 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2018 | ?
Erros | 3119807 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2019 | ?
Erros | 3119807 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego Danta | 3119807 | 2020 | ?
Erros | 3119906 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2015 | ?
Erros | 3119906 | 2016 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2016 | ?
Erros | 3119906 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2017 | ?
Erros | 3119906 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2018 | ?
Erros | 3119906 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2019 | ?
Erros | 3119906 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Córrego do Bom Jesus | 3119906 | 2020 | ?
Erros | 3120151 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2015 | ?
Erros | 3120151 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2016 | ?
Erros | 3120151 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2017 | ?
Erros | 3120151 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2018 | ?
Erros | 3120151 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2019 | ?
Erros | 3120151 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crisólita | 3120151 | 2020 | ?
Erros | 3120201 | 2015 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2015 | ?
Erros | 3120201 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2016 | ?
Erros | 3120201 | 2017 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2017 | ?
Erros | 3120201 | 2018 | [snisModel.IN024_AE, snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2018 | ?
Erros | 3120201 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2019 | ?
Erros | 3120201 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristais | 3120201 | 2020 | ?
Erros | 3120508 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2015 | ?
Erros | 3120508 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2016 | ?
Erros | 3120508 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2017 | ?
Erros | 3120508 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2018 | ?
Erros | 3120508 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2019 | ?
Erros | 3120508 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cristina | 3120508 | 2020 | ?
Erros | 3120607 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2015 | ?
Erros | 3120607 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2016 | ?
Erros | 3120607 | 2017 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2017 | ?
Erros | 3120607 | 2018 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2018 | ?
Erros | 3120607 | 2019 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2019 | ?
Erros | 3120607 | 2020 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Crucilândia | 3120607 | 2020 | ?
Erros | 3120805 | 2015 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cruzília | 3120805 | 2015 | ?
Erros | 3120805 | 2016 | [snisModel.ES005, snisModel.ES006, esgotoModel.CT]
Cruzília | 3120805 | 2016 | ?
