MunicipioNome | MunicipioCodigo | Ano | IRH
Ibiraci | 3129707 | 2020 | 76.555
Ibitiúra de Minas | 3129905 | 2015 | 78.405
Ibitiúra de Minas | 3129905 | 2016 | 77.26
Ibitiúra de Minas | 3129905 | 2017 | 77.325
Ibitiúra de Minas | 3129905 | 2018 | 76.97
Ibitiúra de Minas | 3129905 | 2019 | 77.19
Ibitiúra de Minas | 3129905 | 2020 | 76.14
Icaraí de Minas | 3130051 | 2015 | 78.98
Icaraí de Minas | 3130051 | 2016 | 78.27
Icaraí de Minas | 3130051 | 2017 | 78.3
Icaraí de Minas | 3130051 | 2018 | 78.77
Icaraí de Minas | 3130051 | 2019 | 78.115
Icaraí de Minas | 3130051 | 2020 | 78.33
Ilicínea | 3130507 | 2015 | 78.405
Ilicínea | 3130507 | 2016 | 77.3
Ilicínea | 3130507 | 2017 | 77.875
Ilicínea | 3130507 | 2018 | 78.08500000000001
Ilicínea | 3130507 | 2019 | 77.525
Ilicínea | 3130507 | 2020 | 77.03
Ingaí | 3130804 | 2015 | 78.405
Ingaí | 3130804 | 2016 | 80.445
Ingaí | 3130804 | 2017 | 79.475
Ingaí | 3130804 | 2018 | 79.655
Ingaí | 3130804 | 2019 | 79.18
Ingaí | 3130804 | 2020 | 78.545
Ipiaçu | 3131406 | 2015 | 80.36
Ipiaçu | 3131406 | 2016 | 79.785
Ipiaçu | 3131406 | 2017 | 79.63
Ipiaçu | 3131406 | 2018 | 79.8
Ipiaçu | 3131406 | 2019 | 79.91499999999999
Ipiaçu | 3131406 | 2020 | 80.255
Itacambira | 3132008 | 2015 | 81.86
Itacambira | 3132008 | 2016 | 81.28999999999999
Itacambira | 3132008 | 2017 | 81.56
Itacambira | 3132008 | 2018 | 80.695
Itacambira | 3132008 | 2019 | 80.91499999999999
Itacambira | 3132008 | 2020 | 79.9
Itacarambi | 3132107 | 2015 | 81.08500000000001
Itacarambi | 3132107 | 2016 | 80.45
Itacarambi | 3132107 | 2017 | 80.125
Itacarambi | 3132107 | 2018 | 79.81
Itacarambi | 3132107 | 2019 | 80.19
Itacarambi | 3132107 | 2020 | 80.15
Itamogi | 3132909 | 2015 | 78.405
Itamogi | 3132909 | 2016 | 77.795
Itamogi | 3132909 | 2017 | 77.74
Itamogi | 3132909 | 2018 | 77.3
Itamogi | 3132909 | 2019 | 77.47
Itamogi | 3132909 | 2020 | 76.555
Itanhandu | 3133105 | 2015 | 78.405
Itanhandu | 3133105 | 2016 | 79.305
Itanhandu | 3133105 | 2017 | 28.19
Itanhandu | 3133105 | 2018 | 28.12
Itanhandu | 3133105 | 2019 | 28.235
Itanhandu | 3133105 | 2020 | 77.645
Itatiaiuçu | 3133709 | 2015 | 77.93
Itatiaiuçu | 3133709 | 2016 | 77.045
Itatiaiuçu | 3133709 | 2017 | 76.985
Itatiaiuçu | 3133709 | 2018 | 77.53
Itatiaiuçu | 3133709 | 2019 | 77.135
Itatiaiuçu | 3133709 | 2020 | 77.115
Itaú de Minas | 3133758 | 2015 | 78.405
Itaú de Minas | 3133758 | 2016 | 77.795
Itaú de Minas | 3133758 | 2017 | 77.74
Itaú de Minas | 3133758 | 2018 | 77.3
Itaú de Minas | 3133758 | 2019 | 77.47
Itaú de Minas | 3133758 | 2020 | 76.555
Itumirim | 3134301 | 2015 | 78.405
Itumirim | 3134301 | 2016 | 80.445
Itumirim | 3134301 | 2017 | 79.475
Itumirim | 3134301 | 2018 | 79.655
Itumirim | 3134301 | 2019 | 79.18
Itumirim | 3134301 | 2020 | 78.545
Jacuí | 3134806 | 2015 | 78.405
Jacuí | 3134806 | 2016 | 77.795
Jacuí | 3134806 | 2017 | 77.74
Jacuí | 3134806 | 2018 | 77.3
Jacuí | 3134806 | 2019 | 77.47
Jacuí | 3134806 | 2020 | 76.555
Japaraíba | 3135308 | 2015 | 80.49
Japaraíba | 3135308 | 2016 | 80.1
Japaraíba | 3135308 | 2017 | 79.285
Japaraíba | 3135308 | 2018 | 78.92
Japaraíba | 3135308 | 2019 | 79.41
Japaraíba | 3135308 | 2020 | 78.88
Jequitaí | 3135605 | 2015 | 78.98
Jequitaí | 3135605 | 2016 | 78.27
Jequitaí | 3135605 | 2017 | 78.3
Jequitaí | 3135605 | 2018 | 78.77
Jequitaí | 3135605 | 2019 | 78.115
Jequitaí | 3135605 | 2020 | 78.33
Jequitibá | 3135704 | 2015 | 77.185
Jequitibá | 3135704 | 2016 | 77.31
Jequitibá | 3135704 | 2017 | 76.63
Jequitibá | 3135704 | 2018 | 76.735
Jequitibá | 3135704 | 2019 | 77.435
Jequitibá | 3135704 | 2020 | 76.6
Jesuânia | 3135902 | 2015 | 78.405
Jesuânia | 3135902 | 2016 | 79.305
Jesuânia | 3135902 | 2017 | 78.19
Jesuânia | 3135902 | 2018 | 78.12
Jesuânia | 3135902 | 2019 | 78.235
Jesuânia | 3135902 | 2020 | 77.645
Joaíma | 3136009 | 2015 | 80.285
Joaíma | 3136009 | 2016 | 78.99
Joaíma | 3136009 | 2017 | 79.135
Joaíma | 3136009 | 2018 | 78.595
Joaíma | 3136009 | 2019 | 79.235
Joaíma | 3136009 | 2020 | 77.64
Nova União | 3136603 | 2015 | 77.185
Nova União | 3136603 | 2016 | 77.31
Nova União | 3136603 | 2017 | 76.63
Nova União | 3136603 | 2018 | 76.735
Nova União | 3136603 | 2019 | 77.435
Nova União | 3136603 | 2020 | 76.6
Liberdade | 3138500 | 2015 | 78.405
Liberdade | 3138500 | 2016 | 80.445
Liberdade | 3138500 | 2017 | 79.475
Liberdade | 3138500 | 2018 | 79.655
Liberdade | 3138500 | 2019 | 79.18
Liberdade | 3138500 | 2020 | 78.545
Lontra | 3138658 | 2015 | 81.08500000000001
Lontra | 3138658 | 2016 | 80.45
Lontra | 3138658 | 2017 | 80.125
Lontra | 3138658 | 2018 | 79.81
Lontra | 3138658 | 2019 | 80.19
Lontra | 3138658 | 2020 | 80.15
Luisburgo | 3138674 | 2015 | 80.785
Luisburgo | 3138674 | 2016 | 79.885
Luisburgo | 3138674 | 2017 | 79.945
Luisburgo | 3138674 | 2018 | 79.675
Luisburgo | 3138674 | 2019 | 80.205
Luisburgo | 3138674 | 2020 | 78.65
Luislândia | 3138682 | 2015 | 78.98
Luislândia | 3138682 | 2016 | 78.27
Luislândia | 3138682 | 2017 | 78.3
Luislândia | 3138682 | 2018 | 78.77
Luislândia | 3138682 | 2019 | 78.115
Luislândia | 3138682 | 2020 | 78.33
Luz | 3138807 | 2015 | 80.49
Luz | 3138807 | 2016 | 80.1
Luz | 3138807 | 2017 | 79.285
Luz | 3138807 | 2018 | 78.92
Luz | 3138807 | 2019 | 79.41
Luz | 3138807 | 2020 | 78.88
Madre de Deus de Minas | 3139102 | 2015 | 78.405
Madre de Deus de Minas | 3139102 | 2016 | 80.445
Madre de Deus de Minas | 3139102 | 2017 | 79.475
Madre de Deus de Minas | 3139102 | 2018 | 79.655
Madre de Deus de Minas | 3139102 | 2019 | 79.18
Madre de Deus de Minas | 3139102 | 2020 | 78.545
Mamonas | 3139250 | 2015 | 78.16
Mamonas | 3139250 | 2016 | 77.355
Mamonas | 3139250 | 2017 | 76.35
Mamonas | 3139250 | 2018 | 77.56
Mamonas | 3139250 | 2019 | 77.41499999999999
Mamonas | 3139250 | 2020 | 77.345
Manga | 3139300 | 2015 | 81.08500000000001
Manga | 3139300 | 2016 | 80.45
Manga | 3139300 | 2017 | 80.125
Manga | 3139300 | 2018 | 79.81
Manga | 3139300 | 2019 | 80.19
Manga | 3139300 | 2020 | 80.15
Maria da Fé | 3139904 | 2015 | 78.405
Maria da Fé | 3139904 | 2016 | 78.445
Maria da Fé | 3139904 | 2017 | 77.995
Maria da Fé | 3139904 | 2018 | 77.74
Maria da Fé | 3139904 | 2019 | 77.58500000000001
Maria da Fé | 3139904 | 2020 | 74.405
Marmelópolis | 3140407 | 2015 | 78.405
Marmelópolis | 3140407 | 2016 | 28.445
Marmelópolis | 3140407 | 2017 | 27.995
Marmelópolis | 3140407 | 2018 | 27.74
Marmelópolis | 3140407 | 2019 | 27.585
Marmelópolis | 3140407 | 2020 | 74.405
Martinho Campos | 3140506 | 2015 | 78.235
Martinho Campos | 3140506 | 2016 | 78.595
Martinho Campos | 3140506 | 2017 | 76.895
Martinho Campos | 3140506 | 2018 | 77.855
Martinho Campos | 3140506 | 2019 | 77.775
Martinho Campos | 3140506 | 2020 | 77.145
Mata Verde | 3140555 | 2015 | 80.285
Mata Verde | 3140555 | 2016 | 78.99
Mata Verde | 3140555 | 2017 | 79.135
Mata Verde | 3140555 | 2018 | 78.595
Mata Verde | 3140555 | 2019 | 79.235
Mata Verde | 3140555 | 2020 | 77.64
Matias Cardoso | 3140852 | 2015 | 78.16
Matias Cardoso | 3140852 | 2016 | 77.355
Matias Cardoso | 3140852 | 2017 | 76.35
Matias Cardoso | 3140852 | 2018 | 77.56
Matias Cardoso | 3140852 | 2019 | 77.41499999999999
Matias Cardoso | 3140852 | 2020 | 77.345
Medeiros | 3141306 | 2015 | 80.49
Medeiros | 3141306 | 2016 | 80.1
Medeiros | 3141306 | 2017 | 79.285
Medeiros | 3141306 | 2018 | 78.92
Medeiros | 3141306 | 2019 | 79.41
Medeiros | 3141306 | 2020 | 78.88
Moema | 3142403 | 2015 | 80.49
Moema | 3142403 | 2016 | 80.1
Moema | 3142403 | 2017 | 79.285
Moema | 3142403 | 2018 | 78.92
Moema | 3142403 | 2019 | 79.41
Moema | 3142403 | 2020 | 78.88
Montalvânia | 3142700 | 2015 | 81.08500000000001
Montalvânia | 3142700 | 2016 | 80.45
Montalvânia | 3142700 | 2017 | 80.125
Montalvânia | 3142700 | 2018 | 79.81
Montalvânia | 3142700 | 2019 | 80.19
Montalvânia | 3142700 | 2020 | 80.15
Morada Nova de Minas | 3143500 | 2015 | 79.62
Morada Nova de Minas | 3143500 | 2016 | 79.105
Morada Nova de Minas | 3143500 | 2017 | 78.83
Morada Nova de Minas | 3143500 | 2018 | 77.86
Morada Nova de Minas | 3143500 | 2019 | 78.685
Morada Nova de Minas | 3143500 | 2020 | 78.67
Munhoz | 3143807 | 2015 | 78.405
Munhoz | 3143807 | 2016 | 77.26
Munhoz | 3143807 | 2017 | 77.325
Munhoz | 3143807 | 2018 | 76.97
Munhoz | 3143807 | 2019 | 77.19
Munhoz | 3143807 | 2020 | 76.14
Ninheira | 3144656 | 2015 | 79.985
Ninheira | 3144656 | 2016 | 78.405
Ninheira | 3144656 | 2017 | 78.985
Ninheira | 3144656 | 2018 | 76.61
Ninheira | 3144656 | 2019 | 78.38
Ninheira | 3144656 | 2020 | 79.055
Nova Belém | 3144672 | 2015 | 79.81
Nova Belém | 3144672 | 2016 | 79.08500000000001
Nova Belém | 3144672 | 2017 | 77.265
Nova Belém | 3144672 | 2018 | 78.96000000000001
Nova Belém | 3144672 | 2019 | 78.985
Nova Belém | 3144672 | 2020 | 78.815
Nova Era | 3144706 | 2015 | 80.0
Nova Era | 3144706 | 2016 | 79.435
Nova Era | 3144706 | 2017 | 78.56
Nova Era | 3144706 | 2018 | 79.11
Nova Era | 3144706 | 2019 | 79.33500000000001
Nova Era | 3144706 | 2020 | 78.345
Nova Resende | 3145109 | 2015 | 78.405
Nova Resende | 3145109 | 2016 | 77.795
Nova Resende | 3145109 | 2017 | 77.74
Nova Resende | 3145109 | 2018 | 77.3
Nova Resende | 3145109 | 2019 | 77.47
Nova Resende | 3145109 | 2020 | 76.555
Novo Oriente de Minas | 3145356 | 2015 | 80.475
Novo Oriente de Minas | 3145356 | 2016 | 79.41
Novo Oriente de Minas | 3145356 | 2017 | 77.85
Novo Oriente de Minas | 3145356 | 2018 | 78.565
Novo Oriente de Minas | 3145356 | 2019 | 78.81
Novo Oriente de Minas | 3145356 | 2020 | 79.24
Novorizonte | 3145372 | 2015 | 80.285
Novorizonte | 3145372 | 2016 | 78.99
Novorizonte | 3145372 | 2017 | 79.135
Novorizonte | 3145372 | 2018 | 78.595
Novorizonte | 3145372 | 2019 | 29.235
Novorizonte | 3145372 | 2020 | 77.64
Olaria | 3145406 | 2015 | 79.34
Olaria | 3145406 | 2016 | 29.395
Olaria | 3145406 | 2017 | 29.165
Olaria | 3145406 | 2018 | 28.575
Olaria | 3145406 | 2019 | 28.58
Olaria | 3145406 | 2020 | 78.01
Olhos-d Água | 3145455 | 2015 | 81.86
Olhos-d Água | 3145455 | 2016 | 81.28999999999999
Olhos-d Água | 3145455 | 2017 | 31.56
Olhos-d Água | 3145455 | 2018 | 80.695
Olhos-d Água | 3145455 | 2019 | 80.91499999999999
Olhos-d Água | 3145455 | 2020 | 79.9
Olhos-D ÁGUA | 3145455 | 2015 | 81.86
Olhos-D ÁGUA | 3145455 | 2016 | 81.28999999999999
Olhos-D ÁGUA | 3145455 | 2017 | 31.56
Olhos-D ÁGUA | 3145455 | 2018 | 80.695
Olhos-D ÁGUA | 3145455 | 2019 | 80.91499999999999
Olhos-D ÁGUA | 3145455 | 2020 | 79.9
Olímpio Noronha | 3145505 | 2015 | 78.405
Olímpio Noronha | 3145505 | 2016 | 79.305
Olímpio Noronha | 3145505 | 2017 | 78.19
Olímpio Noronha | 3145505 | 2018 | 78.12
Olímpio Noronha | 3145505 | 2019 | 78.235
Olímpio Noronha | 3145505 | 2020 | 77.645
Oliveira Fortes | 3145703 | 2015 | 77.795
Oliveira Fortes | 3145703 | 2016 | 77.855
Oliveira Fortes | 3145703 | 2017 | 76.87
Oliveira Fortes | 3145703 | 2018 | 77.025
Oliveira Fortes | 3145703 | 2019 | 77.58
Oliveira Fortes | 3145703 | 2020 | 76.76
Orizânia | 3145877 | 2015 | 77.795
Orizânia | 3145877 | 2016 | 27.855
Orizânia | 3145877 | 2017 | 26.87
Orizânia | 3145877 | 2018 | 27.025
Orizânia | 3145877 | 2019 | 27.58
Orizânia | 3145877 | 2020 | 76.76
Pains | 3146503 | 2015 | 80.49
Pains | 3146503 | 2016 | 30.1
Pains | 3146503 | 2017 | 29.285
Pains | 3146503 | 2018 | 28.92
Pains | 3146503 | 2019 | 29.41
Pains | 3146503 | 2020 | 78.88
Palma | 3146701 | 2015 | 77.795
Palma | 3146701 | 2016 | 27.855
Palma | 3146701 | 2017 | 26.87
Palma | 3146701 | 2018 | 27.025
Palma | 3146701 | 2019 | 27.58
Palma | 3146701 | 2020 | 76.76
Passa Tempo | 3147709 | 2015 | 78.235
Passa Tempo | 3147709 | 2016 | 78.595
Passa Tempo | 3147709 | 2017 | 76.895
Passa Tempo | 3147709 | 2018 | 77.855
Passa Tempo | 3147709 | 2019 | 77.775
Passa Tempo | 3147709 | 2020 | 77.145
Passa-Vinte | 3147808 | 2015 | 79.34
Passa-Vinte | 3147808 | 2016 | 79.395
Passa-Vinte | 3147808 | 2017 | 79.16499999999999
Passa-Vinte | 3147808 | 2018 | 78.575
Passa-Vinte | 3147808 | 2019 | 78.58
Passa-Vinte | 3147808 | 2020 | 78.01
Paula Cândido | 3148301 | 2015 | 79.97
Paula Cândido | 3148301 | 2016 | 78.825
Paula Cândido | 3148301 | 2017 | 78.66
Paula Cândido | 3148301 | 2018 | 78.57
Paula Cândido | 3148301 | 2019 | 79.215
Paula Cândido | 3148301 | 2020 | 78.545
Pedras de Maria da Cruz | 3149150 | 2015 | 81.08500000000001
Pedras de Maria da Cruz | 3149150 | 2016 | 80.45
Pedras de Maria da Cruz | 3149150 | 2017 | 80.125
Pedras de Maria da Cruz | 3149150 | 2018 | 79.81
Pedras de Maria da Cruz | 3149150 | 2019 | 80.19
Pedras de Maria da Cruz | 3149150 | 2020 | 80.15
Pequi | 3149606 | 2015 | 77.93
Pequi | 3149606 | 2016 | 77.045
Pequi | 3149606 | 2017 | 76.985
Pequi | 3149606 | 2018 | 77.53
Pequi | 3149606 | 2019 | 77.135
Pequi | 3149606 | 2020 | 77.115
Piedade do Rio Grande | 3150307 | 2015 | 78.405
Piedade do Rio Grande | 3150307 | 2016 | 80.445
Piedade do Rio Grande | 3150307 | 2017 | 79.475
Piedade do Rio Grande | 3150307 | 2018 | 79.655
Piedade do Rio Grande | 3150307 | 2019 | 79.18
Piedade do Rio Grande | 3150307 | 2020 | 78.545
Piedade dos Gerais | 3150406 | 2015 | 77.93
Piedade dos Gerais | 3150406 | 2016 | 77.045
Piedade dos Gerais | 3150406 | 2017 | 76.985
Piedade dos Gerais | 3150406 | 2018 | 77.53
Piedade dos Gerais | 3150406 | 2019 | 77.135
Piedade dos Gerais | 3150406 | 2020 | 77.115
Piracema | 3150604 | 2015 | 78.235
Piracema | 3150604 | 2016 | 78.595
Piracema | 3150604 | 2017 | 76.895
Piracema | 3150604 | 2018 | 27.855
Piracema | 3150604 | 2019 | 77.775
Piracema | 3150604 | 2020 | 77.145
Piraúba | 3151305 | 2015 | 77.795
Piraúba | 3151305 | 2016 | 27.855
Piraúba | 3151305 | 2017 | 26.87
Piraúba | 3151305 | 2018 | 27.025
Piraúba | 3151305 | 2019 | 27.58
Piraúba | 3151305 | 2020 | 76.76
Ponto Chique | 3152131 | 2015 | 78.98
Ponto Chique | 3152131 | 2016 | 78.27
Ponto Chique | 3152131 | 2017 | 78.3
Ponto Chique | 3152131 | 2018 | 78.77
Ponto Chique | 3152131 | 2019 | 78.115
Ponto Chique | 3152131 | 2020 | 78.33
Ponto dos Volantes | 3152170 | 2015 | 80.285
Ponto dos Volantes | 3152170 | 2016 | 78.99
Ponto dos Volantes | 3152170 | 2017 | 79.135
Ponto dos Volantes | 3152170 | 2018 | 78.595
Ponto dos Volantes | 3152170 | 2019 | 79.235
Ponto dos Volantes | 3152170 | 2020 | 77.64
Pouso Alto | 3152600 | 2015 | 78.405
Pouso Alto | 3152600 | 2016 | 79.305
Pouso Alto | 3152600 | 2017 | 78.19
Pouso Alto | 3152600 | 2018 | 78.12
Pouso Alto | 3152600 | 2019 | 78.235
Pouso Alto | 3152600 | 2020 | 77.645
Pratinha | 3153004 | 2015 | 80.345
Pratinha | 3153004 | 2016 | 79.9
Pratinha | 3153004 | 2017 | 79.475
Pratinha | 3153004 | 2018 | 79.91
Pratinha | 3153004 | 2019 | 79.49
Pratinha | 3153004 | 2020 | 79.16
Quartel Geral | 3153707 | 2015 | 80.49
Quartel Geral | 3153707 | 2016 | 80.1
Quartel Geral | 3153707 | 2017 | 79.285
Quartel Geral | 3153707 | 2018 | 78.92
Quartel Geral | 3153707 | 2019 | 79.41
Quartel Geral | 3153707 | 2020 | 78.88
Resende Costa | 3154200 | 2015 | 78.405
Resende Costa | 3154200 | 2016 | 79.255
Resende Costa | 3154200 | 2017 | 77.625
Resende Costa | 3154200 | 2018 | 78.41
Resende Costa | 3154200 | 2019 | 78.24
Resende Costa | 3154200 | 2020 | 77.345
Riacho dos Machados | 3154507 | 2015 | 78.16
Riacho dos Machados | 3154507 | 2016 | 77.355
Riacho dos Machados | 3154507 | 2017 | 76.35
Riacho dos Machados | 3154507 | 2018 | 77.56
Riacho dos Machados | 3154507 | 2019 | 77.41499999999999
Riacho dos Machados | 3154507 | 2020 | 77.345
Rio Acima | 3154804 | 2015 | 77.185
Rio Acima | 3154804 | 2016 | 77.31
Rio Acima | 3154804 | 2017 | 76.63
Rio Acima | 3154804 | 2018 | 76.735
Rio Acima | 3154804 | 2019 | 77.435
Rio Acima | 3154804 | 2020 | 76.6
Rio do Prado | 3155108 | 2015 | 80.285
Rio do Prado | 3155108 | 2016 | 78.99
Rio do Prado | 3155108 | 2017 | 79.135
Rio do Prado | 3155108 | 2018 | 78.595
Rio do Prado | 3155108 | 2019 | 79.235
Rio do Prado | 3155108 | 2020 | 77.64
Rio Preto | 3155900 | 2015 | 79.34
Rio Preto | 3155900 | 2016 | 79.395
Rio Preto | 3155900 | 2017 | 29.165
Rio Preto | 3155900 | 2018 | 28.575
Rio Preto | 3155900 | 2019 | 28.58
Rio Preto | 3155900 | 2020 | 78.01
Ritápolis | 3156106 | 2015 | 78.405
Ritápolis | 3156106 | 2016 | 79.255
Ritápolis | 3156106 | 2017 | 77.625
Ritápolis | 3156106 | 2018 | 78.41
Ritápolis | 3156106 | 2019 | 78.24
Ritápolis | 3156106 | 2020 | 77.345
Rochedo de Minas | 3156205 | 2015 | 77.795
Rochedo de Minas | 3156205 | 2016 | 27.855
Rochedo de Minas | 3156205 | 2017 | 76.87
Rochedo de Minas | 3156205 | 2018 | 27.025
Rochedo de Minas | 3156205 | 2019 | 27.58
Rochedo de Minas | 3156205 | 2020 | 76.76
Santa Cruz do Escalvado | 3157401 | 2015 | 79.97
Santa Cruz do Escalvado | 3157401 | 2016 | 78.825
Santa Cruz do Escalvado | 3157401 | 2017 | 78.66
Santa Cruz do Escalvado | 3157401 | 2018 | 78.57
Santa Cruz do Escalvado | 3157401 | 2019 | 79.215
Santa Cruz do Escalvado | 3157401 | 2020 | 78.545
Santa Maria do Salto | 3158102 | 2015 | 80.285
Santa Maria do Salto | 3158102 | 2016 | 78.99
Santa Maria do Salto | 3158102 | 2017 | 79.135
Santa Maria do Salto | 3158102 | 2018 | 78.595
Santa Maria do Salto | 3158102 | 2019 | 79.235
Santa Maria do Salto | 3158102 | 2020 | 77.64
Santana da Vargem | 3158300 | 2015 | 78.405
Santana da Vargem | 3158300 | 2016 | 77.3
Santana da Vargem | 3158300 | 2017 | 77.875
Santana da Vargem | 3158300 | 2018 | 78.08500000000001
Santana da Vargem | 3158300 | 2019 | 77.525
Santana da Vargem | 3158300 | 2020 | 77.03
Santana do Deserto | 3158607 | 2015 | 79.34
Santana do Deserto | 3158607 | 2016 | 29.395
Santana do Deserto | 3158607 | 2017 | 79.16499999999999
Santana do Deserto | 3158607 | 2018 | 28.575
Santana do Deserto | 3158607 | 2019 | 28.58
Santana do Deserto | 3158607 | 2020 | 78.01
Santana do Garambéu | 3158706 | 2015 | 78.405
Santana do Garambéu | 3158706 | 2016 | 80.445
Santana do Garambéu | 3158706 | 2017 | 79.475
Santana do Garambéu | 3158706 | 2018 | 79.655
Santana do Garambéu | 3158706 | 2019 | 79.18
Santana do Garambéu | 3158706 | 2020 | 78.545
Santa Rita de Jacutinga | 3159308 | 2015 | 79.34
Santa Rita de Jacutinga | 3159308 | 2016 | 29.395
Santa Rita de Jacutinga | 3159308 | 2017 | 29.165
Santa Rita de Jacutinga | 3159308 | 2018 | 28.575
Santa Rita de Jacutinga | 3159308 | 2019 | 28.58
Santa Rita de Jacutinga | 3159308 | 2020 | 78.01
Santa Rosa da Serra | 3159704 | 2015 | 79.62
Santa Rosa da Serra | 3159704 | 2016 | 79.105
Santa Rosa da Serra | 3159704 | 2017 | 78.83
Santa Rosa da Serra | 3159704 | 2018 | 77.86
Santa Rosa da Serra | 3159704 | 2019 | 78.685
Santa Rosa da Serra | 3159704 | 2020 | 78.67
Santo Antônio do Grama | 3160108 | 2015 | 79.97
Santo Antônio do Grama | 3160108 | 2016 | 78.825
Santo Antônio do Grama | 3160108 | 2017 | 78.66
Santo Antônio do Grama | 3160108 | 2018 | 78.57
Santo Antônio do Grama | 3160108 | 2019 | 79.215
Santo Antônio do Grama | 3160108 | 2020 | 78.545
Santo Antônio do Jacinto | 3160306 | 2015 | 78.99
Santo Antônio do Jacinto | 3160306 | 2016 | 26.86
Santo Antônio do Jacinto | 3160306 | 2017 | 27.265
Santo Antônio do Jacinto | 3160306 | 2018 | 29.95
Santo Antônio do Jacinto | 3160306 | 2019 | 28.31
Santo Antônio do Jacinto | 3160306 | 2020 | 78.35
Santo Antônio do Retiro | 3160454 | 2015 | 79.985
Santo Antônio do Retiro | 3160454 | 2016 | 78.405
Santo Antônio do Retiro | 3160454 | 2017 | 78.985
Santo Antônio do Retiro | 3160454 | 2018 | 76.61
Santo Antônio do Retiro | 3160454 | 2019 | 78.38
Santo Antônio do Retiro | 3160454 | 2020 | 79.055
São Bento Abade | 3160801 | 2015 | 78.405
São Bento Abade | 3160801 | 2016 | 79.255
São Bento Abade | 3160801 | 2017 | 77.625
São Bento Abade | 3160801 | 2018 | 78.41
São Bento Abade | 3160801 | 2019 | 78.24
São Bento Abade | 3160801 | 2020 | 77.345
São Gonçalo do Pará | 3161809 | 2015 | 78.235
São Gonçalo do Pará | 3161809 | 2016 | 78.595
São Gonçalo do Pará | 3161809 | 2017 | 76.895
São Gonçalo do Pará | 3161809 | 2018 | 77.855
São Gonçalo do Pará | 3161809 | 2019 | 77.775
São Gonçalo do Pará | 3161809 | 2020 | 77.145
São Gonçalo do Rio Abaixo | 3161908 | 2015 | 80.0
São Gonçalo do Rio Abaixo | 3161908 | 2016 | 29.435
São Gonçalo do Rio Abaixo | 3161908 | 2017 | 28.56
São Gonçalo do Rio Abaixo | 3161908 | 2018 | 29.11
São Gonçalo do Rio Abaixo | 3161908 | 2019 | 29.335
São Gonçalo do Rio Abaixo | 3161908 | 2020 | 78.345
São João da Lagoa | 3162252 | 2015 | 78.98
São João da Lagoa | 3162252 | 2016 | 78.27
São João da Lagoa | 3162252 | 2017 | 78.3
São João da Lagoa | 3162252 | 2018 | 78.77
São João da Lagoa | 3162252 | 2019 | 78.115
São João da Lagoa | 3162252 | 2020 | 78.33
São João da Mata | 3162302 | 2015 | 78.405
São João da Mata | 3162302 | 2016 | 78.445
São João da Mata | 3162302 | 2017 | 77.995
São João da Mata | 3162302 | 2018 | 77.74
São João da Mata | 3162302 | 2019 | 77.58500000000001
São João da Mata | 3162302 | 2020 | 74.405
São João das Missões | 3162450 | 2015 | 81.08500000000001
São João das Missões | 3162450 | 2016 | 80.45
São João das Missões | 3162450 | 2017 | 80.125
São João das Missões | 3162450 | 2018 | 79.81
São João das Missões | 3162450 | 2019 | 80.19
São João das Missões | 3162450 | 2020 | 80.15
São José da Barra | 3162948 | 2015 | 78.405
São José da Barra | 3162948 | 2016 | 77.795
São José da Barra | 3162948 | 2017 | 77.74
São José da Barra | 3162948 | 2018 | 77.3
São José da Barra | 3162948 | 2019 | 77.47
São José da Barra | 3162948 | 2020 | 76.555
São José do Divino | 3163300 | 2015 | 79.81
São José do Divino | 3163300 | 2016 | 79.08500000000001
São José do Divino | 3163300 | 2017 | 77.265
São José do Divino | 3163300 | 2018 | 78.96000000000001
São José do Divino | 3163300 | 2019 | 78.985
São José do Divino | 3163300 | 2020 | 78.815
São Pedro da União | 3163904 | 2015 | 78.405
São Pedro da União | 3163904 | 2016 | 77.795
São Pedro da União | 3163904 | 2017 | 77.74
São Pedro da União | 3163904 | 2018 | 77.3
São Pedro da União | 3163904 | 2019 | 77.47
São Pedro da União | 3163904 | 2020 | 76.555
São Roque de Minas | 3164308 | 2015 | 80.49
São Roque de Minas | 3164308 | 2016 | 80.1
São Roque de Minas | 3164308 | 2017 | 79.285
São Roque de Minas | 3164308 | 2018 | 78.92
São Roque de Minas | 3164308 | 2019 | 79.41
São Roque de Minas | 3164308 | 2020 | 78.88
São Sebastião da Bela Vista | 3164407 | 2015 | 78.405
São Sebastião da Bela Vista | 3164407 | 2016 | 78.445
São Sebastião da Bela Vista | 3164407 | 2017 | 77.995
São Sebastião da Bela Vista | 3164407 | 2018 | 77.74
São Sebastião da Bela Vista | 3164407 | 2019 | 27.585
São Sebastião da Bela Vista | 3164407 | 2020 | 74.405
São Sebastião do Oeste | 3164605 | 2015 | 78.235
São Sebastião do Oeste | 3164605 | 2016 | 78.595
São Sebastião do Oeste | 3164605 | 2017 | 76.895
São Sebastião do Oeste | 3164605 | 2018 | 77.855
São Sebastião do Oeste | 3164605 | 2019 | 77.775
São Sebastião do Oeste | 3164605 | 2020 | 77.145
São Sebastião do Rio Verde | 3164902 | 2015 | 78.405
São Sebastião do Rio Verde | 3164902 | 2016 | 79.305
São Sebastião do Rio Verde | 3164902 | 2017 | 78.19
São Sebastião do Rio Verde | 3164902 | 2018 | 78.12
