MunicipioNome | MunicipioCodigo | Ano | IRS
Heliodora | 3129202 | 2016 | ?
Heliodora | 3129202 | 2017 | 33.333333333333336
Heliodora | 3129202 | 2018 | 33.333333333333336
Heliodora | 3129202 | 2019 | ?
Heliodora | 3129202 | 2020 | 33.333333333333336
Ibertioga | 3129400 | 2015 | 33.333333333333336
Ibertioga | 3129400 | 2016 | 33.333333333333336
Ibertioga | 3129400 | 2017 | 60.0
Ibertioga | 3129400 | 2018 | 60.0
Ibertioga | 3129400 | 2019 | 60.0
Ibertioga | 3129400 | 2020 | 60.0
Ibiracatu | 3129657 | 2015 | ?
Ibiracatu | 3129657 | 2016 | ?
Ibiracatu | 3129657 | 2017 | ?
Ibiracatu | 3129657 | 2018 | 16.843333333333334
Ibiracatu | 3129657 | 2019 | 33.333333333333336
Ibiracatu | 3129657 | 2020 | 24.473333333333333
Ibiraci | 3129707 | 2015 | 33.333333333333336
Ibiraci | 3129707 | 2016 | 33.333333333333336
Ibiraci | 3129707 | 2017 | 33.333333333333336
Ibiraci | 3129707 | 2018 | 33.06
Ibiraci | 3129707 | 2019 | 33.333333333333336
Ibiraci | 3129707 | 2020 | 33.333333333333336
Ibitiúra de Minas | 3129905 | 2015 | ?
Ibitiúra de Minas | 3129905 | 2016 | 33.333333333333336
Ibitiúra de Minas | 3129905 | 2017 | ?
Ibitiúra de Minas | 3129905 | 2018 | ?
Ibitiúra de Minas | 3129905 | 2019 | ?
Ibitiúra de Minas | 3129905 | 2020 | ?
Icaraí de Minas | 3130051 | 2015 | ?
Icaraí de Minas | 3130051 | 2016 | ?
Icaraí de Minas | 3130051 | 2017 | ?
Icaraí de Minas | 3130051 | 2018 | ?
Icaraí de Minas | 3130051 | 2019 | ?
Icaraí de Minas | 3130051 | 2020 | 33.333333333333336
Ilicínea | 3130507 | 2015 | 33.333333333333336
Ilicínea | 3130507 | 2016 | 33.333333333333336
Ilicínea | 3130507 | 2017 | 33.333333333333336
Ilicínea | 3130507 | 2018 | 33.333333333333336
Ilicínea | 3130507 | 2019 | 33.333333333333336
Ilicínea | 3130507 | 2020 | ?
Ingaí | 3130804 | 2015 | ?
Ingaí | 3130804 | 2016 | ?
Ingaí | 3130804 | 2017 | ?
Ingaí | 3130804 | 2018 | ?
Ingaí | 3130804 | 2019 | ?
Ingaí | 3130804 | 2020 | ?
Ipiaçu | 3131406 | 2015 | ?
Ipiaçu | 3131406 | 2016 | 60.0
Ipiaçu | 3131406 | 2017 | ?
Ipiaçu | 3131406 | 2018 | ?
Ipiaçu | 3131406 | 2019 | ?
Ipiaçu | 3131406 | 2020 | 27.72
Itacambira | 3132008 | 2015 | 33.333333333333336
Itacambira | 3132008 | 2016 | 33.333333333333336
Itacambira | 3132008 | 2017 | 60.0
Itacambira | 3132008 | 2018 | 33.333333333333336
Itacambira | 3132008 | 2019 | 33.333333333333336
Itacambira | 3132008 | 2020 | 33.333333333333336
Itacarambi | 3132107 | 2015 | 33.333333333333336
Itacarambi | 3132107 | 2016 | 29.80666666666667
Itacarambi | 3132107 | 2017 | 7.1499999999999995
Itacarambi | 3132107 | 2018 | 7.203333333333333
Itacarambi | 3132107 | 2019 | 32.89333333333334
Itacarambi | 3132107 | 2020 | 33.333333333333336
Itamogi | 3132909 | 2015 | 33.333333333333336
Itamogi | 3132909 | 2016 | 33.333333333333336
Itamogi | 3132909 | 2017 | 33.333333333333336
Itamogi | 3132909 | 2018 | 33.333333333333336
Itamogi | 3132909 | 2019 | 33.333333333333336
Itamogi | 3132909 | 2020 | 33.333333333333336
Itanhandu | 3133105 | 2015 | 33.11666666666667
Itanhandu | 3133105 | 2016 | 33.333333333333336
Itanhandu | 3133105 | 2017 | 33.333333333333336
Itanhandu | 3133105 | 2018 | 33.333333333333336
Itanhandu | 3133105 | 2019 | ?
Itanhandu | 3133105 | 2020 | ?
Itatiaiuçu | 3133709 | 2015 | ?
Itatiaiuçu | 3133709 | 2016 | ?
Itatiaiuçu | 3133709 | 2017 | ?
Itatiaiuçu | 3133709 | 2018 | ?
Itatiaiuçu | 3133709 | 2019 | ?
Itatiaiuçu | 3133709 | 2020 | ?
Itaú de Minas | 3133758 | 2015 | 60.0
Itaú de Minas | 3133758 | 2016 | 60.0
Itaú de Minas | 3133758 | 2017 | 60.0
Itaú de Minas | 3133758 | 2018 | 60.0
Itaú de Minas | 3133758 | 2019 | 60.0
Itaú de Minas | 3133758 | 2020 | 60.0
Itumirim | 3134301 | 2015 | 33.333333333333336
Itumirim | 3134301 | 2016 | ?
Itumirim | 3134301 | 2017 | ?
Itumirim | 3134301 | 2018 | ?
Itumirim | 3134301 | 2019 | ?
Itumirim | 3134301 | 2020 | ?
Jacuí | 3134806 | 2015 | 33.333333333333336
Jacuí | 3134806 | 2016 | 33.333333333333336
Jacuí | 3134806 | 2017 | 33.333333333333336
Jacuí | 3134806 | 2018 | 33.333333333333336
Jacuí | 3134806 | 2019 | 33.333333333333336
Jacuí | 3134806 | 2020 | 33.333333333333336
Japaraíba | 3135308 | 2015 | 33.333333333333336
Japaraíba | 3135308 | 2016 | 33.333333333333336
Japaraíba | 3135308 | 2017 | 33.333333333333336
Japaraíba | 3135308 | 2018 | 33.333333333333336
Japaraíba | 3135308 | 2019 | 33.333333333333336
Japaraíba | 3135308 | 2020 | 33.333333333333336
Jequitaí | 3135605 | 2015 | ?
Jequitaí | 3135605 | 2016 | ?
Jequitaí | 3135605 | 2017 | ?
Jequitaí | 3135605 | 2018 | ?
Jequitaí | 3135605 | 2019 | 28.28
Jequitaí | 3135605 | 2020 | 28.516666666666666
Jequitibá | 3135704 | 2015 | 33.333333333333336
Jequitibá | 3135704 | 2016 | 8.233333333333333
Jequitibá | 3135704 | 2017 | ?
Jequitibá | 3135704 | 2018 | 3.36
Jequitibá | 3135704 | 2019 | ?
Jequitibá | 3135704 | 2020 | ?
Jesuânia | 3135902 | 2015 | 33.333333333333336
Jesuânia | 3135902 | 2016 | 32.50333333333334
Jesuânia | 3135902 | 2017 | 31.46666666666667
Jesuânia | 3135902 | 2018 | 33.333333333333336
Jesuânia | 3135902 | 2019 | ?
Jesuânia | 3135902 | 2020 | 33.333333333333336
Joaíma | 3136009 | 2015 | ?
Joaíma | 3136009 | 2016 | 27.973333333333333
Joaíma | 3136009 | 2017 | 27.91
Joaíma | 3136009 | 2018 | 31.459999999999997
Joaíma | 3136009 | 2019 | 9.423333333333334
Joaíma | 3136009 | 2020 | 31.37
Nova União | 3136603 | 2015 | ?
Nova União | 3136603 | 2016 | ?
Nova União | 3136603 | 2017 | ?
Nova União | 3136603 | 2018 | ?
Nova União | 3136603 | 2019 | ?
Nova União | 3136603 | 2020 | ?
Liberdade | 3138500 | 2015 | 4.306666666666667
Liberdade | 3138500 | 2016 | 4.33
Liberdade | 3138500 | 2017 | ?
Liberdade | 3138500 | 2018 | ?
Liberdade | 3138500 | 2019 | ?
Liberdade | 3138500 | 2020 | ?
Lontra | 3138658 | 2015 | ?
Lontra | 3138658 | 2016 | 33.333333333333336
Lontra | 3138658 | 2017 | 33.333333333333336
Lontra | 3138658 | 2018 | 33.333333333333336
Lontra | 3138658 | 2019 | 33.333333333333336
Lontra | 3138658 | 2020 | 31.036666666666665
Luisburgo | 3138674 | 2015 | 33.333333333333336
Luisburgo | 3138674 | 2016 | 33.333333333333336
Luisburgo | 3138674 | 2017 | 33.333333333333336
Luisburgo | 3138674 | 2018 | 33.333333333333336
Luisburgo | 3138674 | 2019 | 33.333333333333336
Luisburgo | 3138674 | 2020 | 33.333333333333336
Luislândia | 3138682 | 2015 | ?
Luislândia | 3138682 | 2016 | ?
Luislândia | 3138682 | 2017 | ?
Luislândia | 3138682 | 2018 | ?
Luislândia | 3138682 | 2019 | ?
Luislândia | 3138682 | 2020 | 31.866666666666664
Luz | 3138807 | 2015 | 33.333333333333336
Luz | 3138807 | 2016 | 33.333333333333336
Luz | 3138807 | 2017 | 33.333333333333336
Luz | 3138807 | 2018 | 33.333333333333336
Luz | 3138807 | 2019 | 33.333333333333336
Luz | 3138807 | 2020 | 33.333333333333336
Madre de Deus de Minas | 3139102 | 2015 | 33.333333333333336
Madre de Deus de Minas | 3139102 | 2016 | 33.333333333333336
Madre de Deus de Minas | 3139102 | 2017 | 33.24666666666666
Madre de Deus de Minas | 3139102 | 2018 | ?
Madre de Deus de Minas | 3139102 | 2019 | ?
Madre de Deus de Minas | 3139102 | 2020 | ?
Mamonas | 3139250 | 2015 | 10.233333333333333
Mamonas | 3139250 | 2016 | ?
Mamonas | 3139250 | 2017 | ?
Mamonas | 3139250 | 2018 | ?
Mamonas | 3139250 | 2019 | ?
Mamonas | 3139250 | 2020 | 33.333333333333336
Manga | 3139300 | 2015 | 33.333333333333336
Manga | 3139300 | 2016 | 33.333333333333336
Manga | 3139300 | 2017 | 33.333333333333336
Manga | 3139300 | 2018 | 33.333333333333336
Manga | 3139300 | 2019 | 33.333333333333336
Manga | 3139300 | 2020 | 33.333333333333336
Maria da Fé | 3139904 | 2015 | 0.0
Maria da Fé | 3139904 | 2016 | ?
Maria da Fé | 3139904 | 2017 | ?
Maria da Fé | 3139904 | 2018 | ?
Maria da Fé | 3139904 | 2019 | ?
Maria da Fé | 3139904 | 2020 | ?
Marmelópolis | 3140407 | 2015 | ?
Marmelópolis | 3140407 | 2016 | ?
Marmelópolis | 3140407 | 2017 | ?
Marmelópolis | 3140407 | 2018 | ?
Marmelópolis | 3140407 | 2019 | ?
Marmelópolis | 3140407 | 2020 | ?
Martinho Campos | 3140506 | 2015 | ?
Martinho Campos | 3140506 | 2016 | ?
Martinho Campos | 3140506 | 2017 | 33.333333333333336
Martinho Campos | 3140506 | 2018 | 33.333333333333336
Martinho Campos | 3140506 | 2019 | 28.52
Martinho Campos | 3140506 | 2020 | 33.333333333333336
Mata Verde | 3140555 | 2015 | 33.333333333333336
Mata Verde | 3140555 | 2016 | 33.333333333333336
Mata Verde | 3140555 | 2017 | 33.333333333333336
Mata Verde | 3140555 | 2018 | 33.333333333333336
Mata Verde | 3140555 | 2019 | 33.333333333333336
Mata Verde | 3140555 | 2020 | 33.333333333333336
Matias Cardoso | 3140852 | 2015 | ?
Matias Cardoso | 3140852 | 2016 | 33.333333333333336
Matias Cardoso | 3140852 | 2017 | 33.333333333333336
Matias Cardoso | 3140852 | 2018 | 33.18
Matias Cardoso | 3140852 | 2019 | 33.333333333333336
Matias Cardoso | 3140852 | 2020 | 33.333333333333336
Medeiros | 3141306 | 2015 | 33.333333333333336
Medeiros | 3141306 | 2016 | 58.20333333333334
Medeiros | 3141306 | 2017 | 57.96666666666667
Medeiros | 3141306 | 2018 | 31.253333333333334
Medeiros | 3141306 | 2019 | 33.333333333333336
Medeiros | 3141306 | 2020 | 33.333333333333336
Moema | 3142403 | 2015 | ?
Moema | 3142403 | 2016 | ?
Moema | 3142403 | 2017 | ?
Moema | 3142403 | 2018 | ?
Moema | 3142403 | 2019 | ?
Moema | 3142403 | 2020 | ?
Montalvânia | 3142700 | 2015 | 33.333333333333336
Montalvânia | 3142700 | 2016 | 25.87
Montalvânia | 3142700 | 2017 | 33.333333333333336
Montalvânia | 3142700 | 2018 | 33.333333333333336
Montalvânia | 3142700 | 2019 | 33.333333333333336
Montalvânia | 3142700 | 2020 | 33.333333333333336
Morada Nova de Minas | 3143500 | 2015 | 32.63666666666666
Morada Nova de Minas | 3143500 | 2016 | ?
Morada Nova de Minas | 3143500 | 2017 | ?
Morada Nova de Minas | 3143500 | 2018 | 32.449999999999996
Morada Nova de Minas | 3143500 | 2019 | ?
Morada Nova de Minas | 3143500 | 2020 | 32.10333333333333
Munhoz | 3143807 | 2015 | ?
Munhoz | 3143807 | 2016 | ?
Munhoz | 3143807 | 2017 | 33.333333333333336
Munhoz | 3143807 | 2018 | 33.333333333333336
Munhoz | 3143807 | 2019 | 33.333333333333336
Munhoz | 3143807 | 2020 | 33.333333333333336
Ninheira | 3144656 | 2015 | 24.21666666666667
Ninheira | 3144656 | 2016 | ?
Ninheira | 3144656 | 2017 | ?
Ninheira | 3144656 | 2018 | ?
Ninheira | 3144656 | 2019 | 29.99
Ninheira | 3144656 | 2020 | 27.439999999999998
Nova Belém | 3144672 | 2015 | ?
Nova Belém | 3144672 | 2016 | ?
Nova Belém | 3144672 | 2017 | ?
Nova Belém | 3144672 | 2018 | ?
Nova Belém | 3144672 | 2019 | 33.333333333333336
Nova Belém | 3144672 | 2020 | 33.333333333333336
Nova Era | 3144706 | 2015 | ?
Nova Era | 3144706 | 2016 | ?
Nova Era | 3144706 | 2017 | ?
Nova Era | 3144706 | 2018 | ?
Nova Era | 3144706 | 2019 | ?
Nova Era | 3144706 | 2020 | ?
Nova Resende | 3145109 | 2015 | ?
Nova Resende | 3145109 | 2016 | ?
Nova Resende | 3145109 | 2017 | ?
Nova Resende | 3145109 | 2018 | ?
Nova Resende | 3145109 | 2019 | ?
Nova Resende | 3145109 | 2020 | ?
Novo Oriente de Minas | 3145356 | 2015 | ?
Novo Oriente de Minas | 3145356 | 2016 | 26.61
Novo Oriente de Minas | 3145356 | 2017 | ?
Novo Oriente de Minas | 3145356 | 2018 | ?
Novo Oriente de Minas | 3145356 | 2019 | ?
Novo Oriente de Minas | 3145356 | 2020 | 11.86
Novorizonte | 3145372 | 2015 | ?
Novorizonte | 3145372 | 2016 | 33.333333333333336
Novorizonte | 3145372 | 2017 | 33.333333333333336
Novorizonte | 3145372 | 2018 | 33.333333333333336
Novorizonte | 3145372 | 2019 | 33.333333333333336
Novorizonte | 3145372 | 2020 | 33.333333333333336
Olaria | 3145406 | 2015 | ?
Olaria | 3145406 | 2016 | ?
Olaria | 3145406 | 2017 | ?
Olaria | 3145406 | 2018 | ?
Olaria | 3145406 | 2019 | ?
Olaria | 3145406 | 2020 | ?
Olhos-d Água | 3145455 | 2015 | 33.333333333333336
Olhos-d Água | 3145455 | 2016 | 31.27
Olhos-d Água | 3145455 | 2017 | 21.646666666666665
Olhos-d Água | 3145455 | 2018 | 20.356666666666666
Olhos-d Água | 3145455 | 2019 | 30.146666666666665
Olhos-d Água | 3145455 | 2020 | 29.78
Olhos-D ÁGUA | 3145455 | 2015 | 33.333333333333336
Olhos-D ÁGUA | 3145455 | 2016 | 31.27
Olhos-D ÁGUA | 3145455 | 2017 | 21.646666666666665
Olhos-D ÁGUA | 3145455 | 2018 | 20.356666666666666
Olhos-D ÁGUA | 3145455 | 2019 | 30.146666666666665
Olhos-D ÁGUA | 3145455 | 2020 | 29.78
Olímpio Noronha | 3145505 | 2015 | 33.1
Olímpio Noronha | 3145505 | 2016 | 33.333333333333336
Olímpio Noronha | 3145505 | 2017 | 33.089999999999996
Olímpio Noronha | 3145505 | 2018 | 31.906666666666666
Olímpio Noronha | 3145505 | 2019 | 31.650000000000002
Olímpio Noronha | 3145505 | 2020 | ?
Oliveira Fortes | 3145703 | 2015 | ?
Oliveira Fortes | 3145703 | 2016 | ?
Oliveira Fortes | 3145703 | 2017 | ?
Oliveira Fortes | 3145703 | 2018 | ?
Oliveira Fortes | 3145703 | 2019 | ?
Oliveira Fortes | 3145703 | 2020 | ?
Orizânia | 3145877 | 2015 | ?
Orizânia | 3145877 | 2016 | 6.926666666666667
Orizânia | 3145877 | 2017 | ?
Orizânia | 3145877 | 2018 | ?
Orizânia | 3145877 | 2019 | ?
Orizânia | 3145877 | 2020 | 33.333333333333336
Pains | 3146503 | 2015 | 60.0
Pains | 3146503 | 2016 | 60.0
Pains | 3146503 | 2017 | 60.0
Pains | 3146503 | 2018 | 60.0
Pains | 3146503 | 2019 | 60.0
Pains | 3146503 | 2020 | 60.0
Palma | 3146701 | 2015 | ?
Palma | 3146701 | 2016 | ?
Palma | 3146701 | 2017 | ?
Palma | 3146701 | 2018 | ?
Palma | 3146701 | 2019 | ?
Palma | 3146701 | 2020 | ?
Passa Tempo | 3147709 | 2015 | 31.78
Passa Tempo | 3147709 | 2016 | 33.333333333333336
Passa Tempo | 3147709 | 2017 | 33.333333333333336
Passa Tempo | 3147709 | 2018 | 33.333333333333336
Passa Tempo | 3147709 | 2019 | 33.333333333333336
Passa Tempo | 3147709 | 2020 | ?
Passa-Vinte | 3147808 | 2015 | ?
Passa-Vinte | 3147808 | 2016 | ?
Passa-Vinte | 3147808 | 2017 | ?
Passa-Vinte | 3147808 | 2018 | ?
Passa-Vinte | 3147808 | 2019 | ?
Passa-Vinte | 3147808 | 2020 | ?
Paula Cândido | 3148301 | 2015 | ?
Paula Cândido | 3148301 | 2016 | ?
Paula Cândido | 3148301 | 2017 | ?
Paula Cândido | 3148301 | 2018 | ?
Paula Cândido | 3148301 | 2019 | 29.433333333333334
Paula Cândido | 3148301 | 2020 | ?
Pedras de Maria da Cruz | 3149150 | 2015 | 33.333333333333336
Pedras de Maria da Cruz | 3149150 | 2016 | 33.333333333333336
Pedras de Maria da Cruz | 3149150 | 2017 | 33.333333333333336
Pedras de Maria da Cruz | 3149150 | 2018 | 33.333333333333336
Pedras de Maria da Cruz | 3149150 | 2019 | 31.53333333333333
Pedras de Maria da Cruz | 3149150 | 2020 | 31.26
Pequi | 3149606 | 2015 | 12.673333333333334
Pequi | 3149606 | 2016 | 12.68
Pequi | 3149606 | 2017 | 33.333333333333336
Pequi | 3149606 | 2018 | 33.333333333333336
Pequi | 3149606 | 2019 | 33.333333333333336
Pequi | 3149606 | 2020 | 33.333333333333336
Piedade do Rio Grande | 3150307 | 2015 | 60.0
Piedade do Rio Grande | 3150307 | 2016 | 60.0
Piedade do Rio Grande | 3150307 | 2017 | ?
Piedade do Rio Grande | 3150307 | 2018 | ?
Piedade do Rio Grande | 3150307 | 2019 | ?
Piedade do Rio Grande | 3150307 | 2020 | ?
Piedade dos Gerais | 3150406 | 2015 | 32.550000000000004
Piedade dos Gerais | 3150406 | 2016 | 32.36333333333334
Piedade dos Gerais | 3150406 | 2017 | 32.193333333333335
Piedade dos Gerais | 3150406 | 2018 | 32.36333333333334
Piedade dos Gerais | 3150406 | 2019 | 32.92333333333333
Piedade dos Gerais | 3150406 | 2020 | ?
Piracema | 3150604 | 2015 | 33.333333333333336
Piracema | 3150604 | 2016 | 33.333333333333336
Piracema | 3150604 | 2017 | ?
Piracema | 3150604 | 2018 | 33.333333333333336
Piracema | 3150604 | 2019 | ?
Piracema | 3150604 | 2020 | 31.903333333333332
Piraúba | 3151305 | 2015 | ?
Piraúba | 3151305 | 2016 | ?
Piraúba | 3151305 | 2017 | ?
Piraúba | 3151305 | 2018 | ?
Piraúba | 3151305 | 2019 | ?
Piraúba | 3151305 | 2020 | ?
Ponto Chique | 3152131 | 2015 | 33.333333333333336
Ponto Chique | 3152131 | 2016 | 60.0
Ponto Chique | 3152131 | 2017 | ?
Ponto Chique | 3152131 | 2018 | ?
Ponto Chique | 3152131 | 2019 | 33.333333333333336
Ponto Chique | 3152131 | 2020 | 23.92
Ponto dos Volantes | 3152170 | 2015 | ?
Ponto dos Volantes | 3152170 | 2016 | 17.866666666666667
Ponto dos Volantes | 3152170 | 2017 | 17.776666666666667
Ponto dos Volantes | 3152170 | 2018 | 17.893333333333334
Ponto dos Volantes | 3152170 | 2019 | 18.573333333333334
Ponto dos Volantes | 3152170 | 2020 | 18.49
Pouso Alto | 3152600 | 2015 | ?
Pouso Alto | 3152600 | 2016 | ?
Pouso Alto | 3152600 | 2017 | ?
Pouso Alto | 3152600 | 2018 | ?
Pouso Alto | 3152600 | 2019 | 33.333333333333336
Pouso Alto | 3152600 | 2020 | 33.333333333333336
Pratinha | 3153004 | 2015 | 33.333333333333336
Pratinha | 3153004 | 2016 | ?
Pratinha | 3153004 | 2017 | ?
Pratinha | 3153004 | 2018 | ?
Pratinha | 3153004 | 2019 | ?
Pratinha | 3153004 | 2020 | ?
Quartel Geral | 3153707 | 2015 | 33.333333333333336
Quartel Geral | 3153707 | 2016 | 33.333333333333336
Quartel Geral | 3153707 | 2017 | 33.333333333333336
Quartel Geral | 3153707 | 2018 | 33.333333333333336
Quartel Geral | 3153707 | 2019 | 33.333333333333336
Quartel Geral | 3153707 | 2020 | 33.333333333333336
Resende Costa | 3154200 | 2015 | 31.95
Resende Costa | 3154200 | 2016 | ?
Resende Costa | 3154200 | 2017 | ?
Resende Costa | 3154200 | 2018 | ?
Resende Costa | 3154200 | 2019 | ?
Resende Costa | 3154200 | 2020 | ?
Riacho dos Machados | 3154507 | 2015 | 20.106666666666666
Riacho dos Machados | 3154507 | 2016 | 29.416666666666668
Riacho dos Machados | 3154507 | 2017 | 29.396666666666665
Riacho dos Machados | 3154507 | 2018 | ?
Riacho dos Machados | 3154507 | 2019 | ?
Riacho dos Machados | 3154507 | 2020 | 28.540000000000003
Rio Acima | 3154804 | 2015 | ?
Rio Acima | 3154804 | 2016 | ?
Rio Acima | 3154804 | 2017 | ?
Rio Acima | 3154804 | 2018 | ?
Rio Acima | 3154804 | 2019 | ?
Rio Acima | 3154804 | 2020 | ?
Rio do Prado | 3155108 | 2015 | 33.333333333333336
Rio do Prado | 3155108 | 2016 | 32.39666666666667
Rio do Prado | 3155108 | 2017 | 33.333333333333336
Rio do Prado | 3155108 | 2018 | 20.34
Rio do Prado | 3155108 | 2019 | 27.83
Rio do Prado | 3155108 | 2020 | 27.30333333333333
Rio Preto | 3155900 | 2015 | ?
Rio Preto | 3155900 | 2016 | ?
Rio Preto | 3155900 | 2017 | ?
Rio Preto | 3155900 | 2018 | ?
Rio Preto | 3155900 | 2019 | ?
Rio Preto | 3155900 | 2020 | ?
Ritápolis | 3156106 | 2015 | ?
Ritápolis | 3156106 | 2016 | ?
Ritápolis | 3156106 | 2017 | ?
Ritápolis | 3156106 | 2018 | 60.0
Ritápolis | 3156106 | 2019 | 33.333333333333336
Ritápolis | 3156106 | 2020 | 10.563333333333334
Rochedo de Minas | 3156205 | 2015 | ?
Rochedo de Minas | 3156205 | 2016 | ?
Rochedo de Minas | 3156205 | 2017 | ?
Rochedo de Minas | 3156205 | 2018 | ?
Rochedo de Minas | 3156205 | 2019 | 33.333333333333336
Rochedo de Minas | 3156205 | 2020 | ?
Santa Cruz do Escalvado | 3157401 | 2015 | 33.333333333333336
Santa Cruz do Escalvado | 3157401 | 2016 | 33.333333333333336
Santa Cruz do Escalvado | 3157401 | 2017 | 33.333333333333336
Santa Cruz do Escalvado | 3157401 | 2018 | 33.333333333333336
Santa Cruz do Escalvado | 3157401 | 2019 | ?
Santa Cruz do Escalvado | 3157401 | 2020 | ?
Santa Maria do Salto | 3158102 | 2015 | ?
Santa Maria do Salto | 3158102 | 2016 | 33.333333333333336
Santa Maria do Salto | 3158102 | 2017 | 33.333333333333336
Santa Maria do Salto | 3158102 | 2018 | 13.453333333333333
Santa Maria do Salto | 3158102 | 2019 | 13.496666666666668
Santa Maria do Salto | 3158102 | 2020 | 13.533333333333333
Santana da Vargem | 3158300 | 2015 | ?
Santana da Vargem | 3158300 | 2016 | ?
Santana da Vargem | 3158300 | 2017 | ?
Santana da Vargem | 3158300 | 2018 | ?
Santana da Vargem | 3158300 | 2019 | ?
Santana da Vargem | 3158300 | 2020 | ?
Santana do Deserto | 3158607 | 2015 | ?
Santana do Deserto | 3158607 | 2016 | ?
Santana do Deserto | 3158607 | 2017 | ?
Santana do Deserto | 3158607 | 2018 | ?
Santana do Deserto | 3158607 | 2019 | ?
Santana do Deserto | 3158607 | 2020 | ?
Santana do Garambéu | 3158706 | 2015 | 31.923333333333332
Santana do Garambéu | 3158706 | 2016 | 60.0
Santana do Garambéu | 3158706 | 2017 | ?
Santana do Garambéu | 3158706 | 2018 | ?
Santana do Garambéu | 3158706 | 2019 | ?
Santana do Garambéu | 3158706 | 2020 | ?
Santa Rita de Jacutinga | 3159308 | 2015 | ?
Santa Rita de Jacutinga | 3159308 | 2016 | ?
Santa Rita de Jacutinga | 3159308 | 2017 | ?
Santa Rita de Jacutinga | 3159308 | 2018 | ?
Santa Rita de Jacutinga | 3159308 | 2019 | ?
Santa Rita de Jacutinga | 3159308 | 2020 | ?
Santa Rosa da Serra | 3159704 | 2015 | ?
Santa Rosa da Serra | 3159704 | 2016 | ?
Santa Rosa da Serra | 3159704 | 2017 | ?
Santa Rosa da Serra | 3159704 | 2018 | ?
Santa Rosa da Serra | 3159704 | 2019 | ?
Santa Rosa da Serra | 3159704 | 2020 | ?
Santo Antônio do Grama | 3160108 | 2015 | ?
Santo Antônio do Grama | 3160108 | 2016 | 33.333333333333336
Santo Antônio do Grama | 3160108 | 2017 | ?
Santo Antônio do Grama | 3160108 | 2018 | ?
Santo Antônio do Grama | 3160108 | 2019 | 33.333333333333336
Santo Antônio do Grama | 3160108 | 2020 | 33.32333333333333
Santo Antônio do Jacinto | 3160306 | 2015 | ?
Santo Antônio do Jacinto | 3160306 | 2016 | 25.74
Santo Antônio do Jacinto | 3160306 | 2017 | ?
Santo Antônio do Jacinto | 3160306 | 2018 | ?
Santo Antônio do Jacinto | 3160306 | 2019 | 25.986666666666665
Santo Antônio do Jacinto | 3160306 | 2020 | 27.13
Santo Antônio do Retiro | 3160454 | 2015 | 33.333333333333336
Santo Antônio do Retiro | 3160454 | 2016 | 33.333333333333336
Santo Antônio do Retiro | 3160454 | 2017 | 33.333333333333336
Santo Antônio do Retiro | 3160454 | 2018 | 33.333333333333336
Santo Antônio do Retiro | 3160454 | 2019 | 22.69666666666667
Santo Antônio do Retiro | 3160454 | 2020 | 23.98
São Bento Abade | 3160801 | 2015 | ?
São Bento Abade | 3160801 | 2016 | 33.156666666666666
São Bento Abade | 3160801 | 2017 | ?
São Bento Abade | 3160801 | 2018 | ?
São Bento Abade | 3160801 | 2019 | 33.333333333333336
São Bento Abade | 3160801 | 2020 | 33.306666666666665
São Gonçalo do Pará | 3161809 | 2015 | 33.333333333333336
São Gonçalo do Pará | 3161809 | 2016 | 33.333333333333336
São Gonçalo do Pará | 3161809 | 2017 | 33.333333333333336
São Gonçalo do Pará | 3161809 | 2018 | ?
São Gonçalo do Pará | 3161809 | 2019 | 33.333333333333336
São Gonçalo do Pará | 3161809 | 2020 | 33.333333333333336
São Gonçalo do Rio Abaixo | 3161908 | 2015 | 59.10666666666666
São Gonçalo do Rio Abaixo | 3161908 | 2016 | 58.163333333333334
São Gonçalo do Rio Abaixo | 3161908 | 2017 | 60.0
São Gonçalo do Rio Abaixo | 3161908 | 2018 | 60.0
São Gonçalo do Rio Abaixo | 3161908 | 2019 | 60.0
São Gonçalo do Rio Abaixo | 3161908 | 2020 | 60.0
São João da Lagoa | 3162252 | 2015 | ?
São João da Lagoa | 3162252 | 2016 | ?
São João da Lagoa | 3162252 | 2017 | ?
São João da Lagoa | 3162252 | 2018 | ?
São João da Lagoa | 3162252 | 2019 | ?
São João da Lagoa | 3162252 | 2020 | ?
São João da Mata | 3162302 | 2015 | 33.333333333333336
São João da Mata | 3162302 | 2016 | 33.333333333333336
São João da Mata | 3162302 | 2017 | 23.849999999999998
São João da Mata | 3162302 | 2018 | ?
São João da Mata | 3162302 | 2019 | ?
São João da Mata | 3162302 | 2020 | ?
São João das Missões | 3162450 | 2015 | ?
São João das Missões | 3162450 | 2016 | ?
São João das Missões | 3162450 | 2017 | ?
São João das Missões | 3162450 | 2018 | 33.333333333333336
São João das Missões | 3162450 | 2019 | 33.333333333333336
São João das Missões | 3162450 | 2020 | 32.42
São José da Barra | 3162948 | 2015 | ?
São José da Barra | 3162948 | 2016 | ?
São José da Barra | 3162948 | 2017 | ?
São José da Barra | 3162948 | 2018 | ?
São José da Barra | 3162948 | 2019 | ?
São José da Barra | 3162948 | 2020 | 60.0
São José do Divino | 3163300 | 2015 | 29.73
São José do Divino | 3163300 | 2016 | 29.72
São José do Divino | 3163300 | 2017 | 33.333333333333336
São José do Divino | 3163300 | 2018 | 33.333333333333336
